Key,English,Vietnamese
PROPQUEST_SCENARIO_INC_002664,"Before we move forward with the plan... I need you to prove that you are strong enough to fend for yourself. Bring me 50 Bearnerky Fang, then we can move forward with preparations.","Trước khi chúng ta tiến hành kế hoạch... Tôi cần bạn chứng minh rằng bạn đủ mạnh mẽ để tự bảo vệ mình. Mang cho tôi 50 Bearnerky Fang, sau đó chúng ta có thể tiếp tục chuẩn bị."
PROPQUEST_SCENARIO_INC_002665,"If we are not prepared, Lapranche could unleash evil more terrible than us mortals could ever hope to face.","Nếu chúng ta không chuẩn bị, Lapranche có thể giải phóng cái ác khủng khiếp hơn những gì con người chúng ta có thể hy vọng đối mặt."
PROPQUEST_SCENARIO_INC_002666,I hope you understand my hesitance... the power of Purple Magic is nothing to play with. We may start work on the plan now.,Tôi hy vọng bạn hiểu sự do dự của tôi .. sức mạnh của Purple Magic không thể đùa được. Chúng ta cần bắt đầu thực hiện kế hoạch ngay bây giờ. 
PROPQUEST_SCENARIO_INC_002667,Go defeat Bearnerky until you have collected 50 Bearnerky Fang.,Đánh bại Bearnerky cho đến khi bạn thu thập được 50 Bearnerky Fang.
PROPQUEST_SCENARIO_INC_002668,Collect 50 Bearnerky Fang.,Thu thập 50 Bearnerky Fang.
PROPQUEST_SCENARIO_INC_002669,Brother in Arms,Brother in Arms
PROPQUEST_SCENARIO_INC_002670,"There is no hope in standing against Lapranche on our own. We must build an army of warriors, ensuring each is equipped with the weapons and armor needed to succeed.","Không có hy vọng tự mình chống lại Lapranche. Chúng ta phải xây dựng một đội quân warriors, đảm bảo mỗi người đều được trang bị vũ khí và áo giáp cần thiết để thành công."
PROPQUEST_SCENARIO_INC_002671,"In the Deadwallderness lives a smelter who has experience with unique requests. Tell Nein of our plan, and see what help he can offer.","Tại Deadwallderness có một thợ rèn có kinh nghiệm xử lý các yêu cầu độc nhất vô nhị. Kể cho Nein nghe về kế hoạch của chúng ta, và xem anh ấy có thể giúp được gì."
PROPQUEST_SCENARIO_INC_002672,"*Scoff* What, will you smelt the materials for equipment all on your own?","*Chế giễu* Cái gì, bạn sẽ tự nấu chảy nguyên liệu cho thiết bị à?"
PROPQUEST_SCENARIO_INC_002673,"So there's trouble... Well if Laola has sent you, I am much obliged to help if I can.","Vậy là có rắc rối.. Chà, nếu Laola đã cử bạn đến, tôi có nghĩa vụ phải giúp đỡ hết mức có thể. "
PROPQUEST_SCENARIO_INC_002674,"Find Nein in the Deadwallderness, and see what he requires to help us equip an army.",Tìm Nein trong Deadwallderness và xem những gì anh ấy yêu cầu để giúp chúng tôi trang bị cho một đội quân.
PROPQUEST_SCENARIO_INC_002675,Speak with Nein.,Nói chuyện với Nein.
PROPQUEST_SCENARIO_INC_002676,Tough as Steel,Tough as Steel
PROPQUEST_SCENARIO_INC_002677,"Based on Laola's instructions, you'll need to help me gather enough metal scraps for a small army... That might take a while.","Dựa trên hướng dẫn của Laola, bạn sẽ phải giúp tôi thu thập đủ phế liệu kim loại cho một đội quân cỡ nhỏ.. Việc đó có thể mất kha khá thời gian. "
PROPQUEST_SCENARIO_INC_002678,"To get started on the crafting materials for an army of armor, collect 200 of the Muffrin's metal buckets.","Để bắt đầu chế tạo vật liệu cho đội quân áo giáp, hãy thu thập 200 Muffrin's metal buckets."
PROPQUEST_SCENARIO_INC_002679,Finding the right metals will be difficult on your own...,Việc tìm kiếm kim loại phù hợp sẽ khó khăn nếu làm một mình đấy...  
PROPQUEST_SCENARIO_INC_002680,Thank you for your efforts. I know gathering this much metal must have taken a toll on you.,Cảm ơn sự nỗ lực của bạn. Tôi biết việc thu thập nhiều kim loại này hẳn đã gây thiệt hại cho bạn.
PROPQUEST_SCENARIO_INC_002681,Collect 200 buckets from the Muffrins that roam the Deadwallderness.,Thu thập 200 buckets from the Muffrins đi lang thang trong Deadwallderness.
PROPQUEST_SCENARIO_INC_002682,Collect 200 Muffrin Bucket.,Thu thập 200 Muffrin Bucket.
PROPQUEST_SCENARIO_INC_002683,High Quality Goods,High Quality Goods
PROPQUEST_SCENARIO_INC_002684,Smelting all this metal down for use will take a while. You may want to find an armorsmith to determine what else will be needed until I finish my work.,Nấu chảy tất cả kim loại này để sử dụng sẽ mất một thời gian. Bạn có thể muốn tìm một thợ rèn áo giáp để xác định những gì khác sẽ cần thiết cho đến khi tôi hoàn thành công việc của mình.
PROPQUEST_SCENARIO_INC_002685,Out in the Village of Kan there is a talented craftsman named Chenbing Khan who can guide you further.,"Ở làng Kan có craftsman tài năng tên là Chenbing Khan, người có thể hướng dẫn bạn thêm."
PROPQUEST_SCENARIO_INC_002686,"Well you could just wait here... but time is ticking, better to get other tasks out of the way.","Chà, bạn có thể đợi ở đây .. nhưng thời gian đang trôi qua, tốt hơn hết là bạn nên thu xếp hoàn thành trước các nhiệm vụ khác. "
PROPQUEST_SCENARIO_INC_002687,"It's nice Nein thinks enough of me to send you my way. I run a humble armor shop here in my village, and know all the secrets of how to improve simple weapons into deadly munitions.",Thật tốt là Nein nghĩ đủ về tôi để gửi bạn cách của tôi. Tôi điều hành một cửa hàng áo giáp khiêm tốn ở đây trong làng của mình và biết tất cả những bí mật về cách cải tiến vũ khí đơn giản thành vũ khí chết người.
PROPQUEST_SCENARIO_INC_002688,Go find Chenbing in the Village of Kan and give him a hand collecting crafting materials.,Đi tìm Chenbing ở Village of Kan và giúp anh ta thu thập crafting materials.
PROPQUEST_SCENARIO_INC_002689,Speak with Chenbing.,Nói chuyện với Chenbing.
PROPQUEST_SCENARIO_INC_002690,The Twisted Sanctuary Part 2,The Twisted Sanctuary Part 2
PROPQUEST_SCENARIO_INC_002691,Gotta Catch Them All,Phải bắt tất cả
PROPQUEST_SCENARIO_INC_002692,"We won't be able to craft any armor until Nein has completed smelting the Muffrin's buckets into something suitable. But once Nein is complete, we will need several materials only found from rare creatures known as Catchers.","Chúng tôi sẽ không thể chế tạo bất kỳ áo giáp nào cho đến khi Nein hoàn thành việc nấu chảy Muffrin's buckets thành thứ gì đó phù hợp. Nhưng một khi Nein hoàn thành, chúng ta sẽ cần một số nguyên liệu chỉ được tìm thấy từ những sinh vật quý hiếm được gọi là Catchers."
PROPQUEST_SCENARIO_INC_002693,"Catchers can be found all over Madrigal, but luckily for you all the most common catchers appear in Darkon 3. Collect 500 of each Catcher's material, then head back to Nein to collect the smelted metal.","Catcher có thể được tìm thấy trên khắp Madrigal, nhưng may mắn cho bạn là tất cả những Catcher phổ biến nhất đều xuất hiện trong Darkon 3. Thu thập 500 Catcher's material, sau đó quay trở lại Nein để thu thập kim loại đã nấu chảy."
PROPQUEST_SCENARIO_INC_002694,Collecting materials from Catchers is quite simple... I have a book on how to gather them in my tent if you need a reference.,Thu thập nguyên liệu từ Catchers khá đơn giản.. Tôi có một cuốn sách hướng dẫn cách thu thập chúng trong lều của mình nếu bạn cần tham khảo. 
PROPQUEST_SCENARIO_INC_002695,Perfect timing! I just finished smelting down all the metal into something of use.,Thời gian hoàn hảo! Tôi vừa hoàn thành việc nấu chảy tất cả kim loại thành thứ gì đó hữu ích.
PROPQUEST_SCENARIO_INC_002696,"Catchers are rare, but Darkon 3 has them all. Keep looking, and make sure to equip your Collector weapon to harvest a Catcher after you defeat it.","Catchers rất hiếm, nhưng Darkon 3 có tất cả. Tiếp tục tìm kiếm và đảm bảo trang bị vũ khí Collector của bạn để thu hoạch Catcher sau khi bạn đánh bại nó."
PROPQUEST_SCENARIO_INC_002697,"Collect 500 Erons, Krasec, Mineral, and Guru.","Thu thập 500 Erons, Krasec, Mineral, và Guru."
PROPQUEST_SCENARIO_INC_002698,Crafting an Army,Crafting an Army
PROPQUEST_SCENARIO_INC_002699,"With the smelting complete, it's time to craft an army's worth of armor!","Khi quá trình nấu chảy hoàn tất, đã đến lúc chế tạo áo giáp đáng giá cho quân đội!"
PROPQUEST_SCENARIO_INC_002700,"Alright, head back to Chenbing. Work with him to start crafting the armor we'll need to win the battle against Lapranche!","Được rồi, quay trở lại Chenbing. Hợp tác với anh ấy để bắt đầu chế tạo áo giáp mà chúng ta cần để giành chiến thắng trong trận chiến với Lapranche!"
PROPQUEST_SCENARIO_INC_002701,Crafting is tough work. It's not for everybody.,Chế tạo là công việc khó khăn. Nó không dành cho tất cả mọi người.
PROPQUEST_SCENARIO_INC_002702,"Well done, we have everything needed to bolster an army of adventurers against the Black Magician!","Làm tốt lắm, chúng ta có mọi thứ cần thiết để hỗ trợ một đội quân adventurers chống lại Black Magician!"
PROPQUEST_SCENARIO_INC_002703,Head back to Chenbing to help craft armaments.,Quay trở lại Chenbing để giúp chế tạo vũ khí.
PROPQUEST_SCENARIO_INC_002704,Meet with Chenbing.,Gặp Chenbing.
PROPQUEST_SCENARIO_INC_002705,A Loud Bang!,A Loud Bang!
PROPQUEST_SCENARIO_INC_002706,Look at all this steel. We'll have an army up and running in no time!,Nhìn vào tất cả thép này. Chúng tôi sẽ có một đội quân và chạy nhanh!
PROPQUEST_SCENARIO_INC_002707,"*BANG* Wha... What was that!? Perhaps the battle has already begun? Quickly, go speak with Loala to figure out what is going on!",*BANG* Cá.. Cái gì thế!? Có lẽ trận chiến đã bắt đầu? Hãy nhanh chóng nói chuyện với Loala để biết chuyện gì đang xảy ra! 
PROPQUEST_SCENARIO_INC_002708,Just a while longer and we'll have enough armor to equip a proper militia!,Chỉ một thời gian nữa thôi là chúng ta sẽ có đủ áo giáp để trang bị cho một lực lượng dân quân đàng hoàng!
PROPQUEST_SCENARIO_INC_002709,Chenbing was smart to send you to me... surely you felt the tremors after that loud bang.,Chenbing đã rất sáng suốt khi cử bạn đến chỗ tôi.. chắc chắn bạn đã cảm thấy những rung chấn sau tiếng nổ lớn đó.
PROPQUEST_SCENARIO_INC_002710,Speak with Loala to find out what caused that loud noise.,Nói chuyện với Loala để tìm ra nguyên nhân gây ra tiếng ồn lớn đó.
PROPQUEST_SCENARIO_INC_002711,Meet with Laola.,Gặp Laola.
PROPQUEST_SCENARIO_INC_002712,Shot Through the Heart,Shot Through the Heart
PROPQUEST_SCENARIO_INC_002713,"A hole in the heart of the Guardiane Sanctuary has been torn asunder! Purple magic has ripped open a portal to a sad, twisted version of the once peaceful haven.","Một lỗ hổng ở trung tâm của Guardiane Sanctuary đã bị xé toạc! Purple magic đã xé toạc cánh cổng dẫn đến một phiên bản buồn bã, méo mó của nơi trú ẩn yên bình một thời."
PROPQUEST_SCENARIO_INC_002714,"Reports show that all the inhabitants were killed and raised as bloodthirsty masquerpets... this is no doubt the doing of Lapranche. She is causing chaos to bide time, just as we expected!","Các báo cáo cho thấy rằng tất cả cư dân đã bị giết và bị biến thành như những con rối khát máu.. chắc chắn đây là việc làm của Lapranche. Ả ta đang gây hỗn loạn để câu giờ, đúng như chúng ta dự đoán!"
PROPQUEST_SCENARIO_INC_002715,For now we must pause our preparations to deal with the twisted Guardiane Sanctuary.,Bây giờ chúng ta phải tạm dừng việc chuẩn bị của mình để đối phó với Guardiane Sanctuary xoắn.
PROPQUEST_SCENARIO_INC_002716,A guard has been posted out front of the portal... go speak with them. Prepare to clear out the Guardiane Sanctuary.,Một lính canh đã được bố trí trước cổng.. hãy nói chuyện với người đó. Chuẩn bị dọn sạch khu vực Guardiane Sanctuary. 
PROPQUEST_SCENARIO_INC_002717,"Are you really so weak as to run away from danger, after all you've done!?","Bạn có thực sự yếu đến mức chạy trốn khỏi nguy hiểm, sau tất cả những gì bạn đã làm không!"
PROPQUEST_SCENARIO_INC_002718,Laola sent word of your arrival. The events that Lapranche have put into place are tragic... all the inhabitants of the Guardiane Sanctuary are dead. And yet... they live.,Laola đã báo cho tôi về sự xuất hiện của bạn. Các sự kiện mà Lapranche đã gây ra thật bi thảm.. tất cả cư dân của Guardiane Sanctuary đều đã chết. Và sau tất cả .. họ vẫn tồn tại. 
PROPQUEST_SCENARIO_INC_002719,"Go find the guard posted outside the Guardiane Sanctuary portal, in the heart of Guardiane.","Đi tìm guard được đăng bên ngoài cổng Guardiane Sanctuary, ở trung tâm của Guardiane."
PROPQUEST_SCENARIO_INC_002720,Speak with the Guardiane Sanctuary guard.,Nói chuyện với Guardiane Sanctuary guard.
PROPQUEST_SCENARIO_INC_002721,The Twisted Sanctuary Part 3,The Twisted Sanctuary Part 3
PROPQUEST_SCENARIO_INC_002722,A Potent Mist,A Potent Mist
PROPQUEST_SCENARIO_INC_002723,A horde of the dead have arisen inside the sanctuary... ,Một đoàn người chết đã trỗi dậy bên trong thánh địa...  
PROPQUEST_SCENARIO_INC_002724,Your first order of duty is to eliminate the dead and find any clues that may lead to Lapranche.,Nhiệm vụ đầu tiên của bạn là loại bỏ xác chết và tìm ra bất kỳ manh mối nào có thể dẫn đến Lapranche.
PROPQUEST_SCENARIO_INC_002725,Do not feel guilty for slaying the creatures inside. They are long dead now.,Đừng cảm thấy tội lỗi vì đã giết những sinh vật bên trong. Bây giờ chúng đã chết từ lâu.
PROPQUEST_SCENARIO_INC_002726,"Well done on clearing out the dead. Oh, and what's this? Interesting... a vial of purple mist. Could the mist be connected to the Purple Magic that Lapranche is said to practice?","Bạn làm tốt việc dọn dẹp xác chết đấy. Ồ, và cái gì đây? Thật thú vị.. một lọ bụi màu tím. Có thể nào lọ bụi có kết nối với Purple Magic mà Lapranche thực hành không?  "
PROPQUEST_SCENARIO_INC_002727,"Clear out the undead minions inside the sanctuary, and search for any clue that could help us find Lapranche.",Dọn dẹp lũ tay sai bất tử bên trong sanctuary và tìm kiếm bất kỳ manh mối nào có thể giúp chúng ta tìm thấy Lapranche.
PROPQUEST_SCENARIO_INC_002728,"Kill 30 Regal Kumai, 30 Enchanted Rider, and find the Vial of Purple Mist.","Giết 30 Regal Kumai, 30 Enchanted Rider và tìm Vial of Purple Mist."
PROPQUEST_SCENARIO_INC_002729,Purple Reign,Purple Reign
PROPQUEST_SCENARIO_INC_002730,Often potent magic leaves behind a trail in its wake of destruction. If Purple Magic was used to destroy the Guardiane Sanctuary... the people inside that turned into those creatures may have a small essence of purple energy still hanging on.,Ma thuật mạnh mẽ thường để lại dấu vết khi nó được thức tỉnh. Nếu Purple Magic được sử dụng để phá hủy Guardiane Sanctuary.. những người đã bị biến thành những sinh vật sống trong đó có thể vẫn còn một lượng ma thuật tím nhỏ trong cơ thể. 
PROPQUEST_SCENARIO_INC_002731,"Return to the ruins of the Guardiane Sanctuary, and collect the purple essence left behind on the bodies of the creatures within.",Quay trở lại tàn tích của Guardiane Sanctuary và thu thập tinh chất màu tím còn sót lại trên cơ thể của các sinh vật bên trong.
PROPQUEST_SCENARIO_INC_002732,Little is known about the effects of Purple Magic on the body... a healthy fear of it may be for the best.,Người ta biết rất ít về tác dụng của Purple Magic đối với cơ thể.. nên dè chừng nó là tốt nhất.
PROPQUEST_SCENARIO_INC_002733,"The evidence is clear... the only magician powerful enough to cast Purple Magic of this potency is the Purple Magician herself, Lapranche.","Bằng chứng đã rõ ràng.. thuật sư duy nhất đủ mạnh để thi triển Purple Magic có quyền năng to lớn dường này là chính Purple Magician, Lapranche. "
PROPQUEST_SCENARIO_INC_002734,Destroy the Enchanted AI and Enchanted Shaman in the twisted Guardiane Sanctuary to obtain 20 Purple Essence.,Tiêu diệt Enchanted AI và Enchanted Shamanc trong Guardiane Sanctuary xoắn để nhận được 20 Purple Essence.
PROPQUEST_SCENARIO_INC_002735,Collect 20 Purple Essence from Enchanted AI and Enchanted Shaman.,Thu thập 20 Purple Essence từ Enchanted AI và Enchanted Shaman.
PROPQUEST_SCENARIO_INC_002736,Keeper of the Kingdom,Keeper of the Kingdom
PROPQUEST_SCENARIO_INC_002737,Lapranche has certainly slowed down our efforts to build a force that can oppose her. It's likely that the previous Keeper of the Sanctuary was transformed like all the others...,Lapranche chắc chắn đã ngáng đường những nỗ lực của chúng ta trong việc xây dựng một lực lượng có thể chống lại cô ta. Có khả năng là Keeper of the Sanctuary trước đó đã bị biến đổi giống như tất cả những người khác..  
PROPQUEST_SCENARIO_INC_002738,"The Keeper was a force to be reckoned with, the second in command of the protective force that guarded the Guardiane Sanctuary. If the Keeper still remains... it will be a formidable challenge.","The Keeper là một thế lực phải dè chừng đấy, hắn là kẻ có quyền lực đứng thứ hai trong lực lượng bảo vệ của Guardiane Sanctuary. Nếu Keeper vẫn còn .. đó sẽ là một thử thách ghê gớm."
PROPQUEST_SCENARIO_INC_002739,"You have already done so much to help uncover the truth of the Purple Magician's terrible crimes. Defeat the Keeper if you are able... and please, be careful.","Bạn đã giúp chúng tôi rất nhiều trong việc làm sáng tỏ sự thật về những tội ác khủng khiếp của Purple Magician. Đánh bại Keeper nếu bạn có thể.. và làm ơn, hãy cẩn thận."
PROPQUEST_SCENARIO_INC_002740,"The Keeper stood guard over the grounds of the Guardiane Sanctuary, and dealt with intruders abruptly. Defeating the Keeper is a challenge even you may not be ready to handle.","The Keeper đứng canh gác trong khuôn viên của Guardiane Sanctuary, và đột ngột xử lý những kẻ xâm nhập. Đánh bại Keeper là một thách thức thậm chí bạn có thể chưa sẵn sàng để xử lý."
PROPQUEST_SCENARIO_INC_002741,"Your strength is nearly beyond belief... You are a true hero, down to the very core of who you are. The Pyramid Keeper was also a hero... and now a hero who can rest.","Sức mạnh của bạn gần như không thể tin nổi.. Bạn quả là một người hùng thực sự, mọi phẩm chất của bạn đều toát lên điều đó. Pyramid Keeper cũng từng là một người hùng.. và giờ người hùng ấy có thể yên nghỉ rồi."
PROPQUEST_SCENARIO_INC_002742,"Carefully scout the grounds of the twisted Guardiane Sanctuary, and defeat whatever remains of the Pyramid Keeper.","Cẩn thận dò tìm khu đất của twisted Guardiane Sanctuary, và đánh bại bất cứ thứ gì còn sót lại của Pyramid Keeper."
PROPQUEST_SCENARIO_INC_002743,Destroy the Pyramid Keeper.,Tiêu diệt Pyramid Keeper.
PROPQUEST_SCENARIO_INC_002744,Raiders of the Lost Sanctuary,Raiders of the Lost Sanctuary
PROPQUEST_SCENARIO_INC_002745,Lapranche has twisted this once peaceful haven into the distorted Guardiane Sanctuary that you see before you. Your strength has carried you to do deeds that many others would be unable to stomach.,Lapranche đã biến nơi trú ẩn yên bình một thời này thành distorted Guardiane Sanctuary mà bạn thấy trước mắt. Sức mạnh của bạn đã đưa bạn làm những việc mà nhiều người khác không thể chịu nổi.
PROPQUEST_SCENARIO_INC_002746,"With great honor, you have put to rest those cursed by the power of the Purple Magician. In eternal rest, Shade's curse can no longer harm them.","Với niềm vinh dự to lớn, bạn đã khiến những kẻ bị nguyền rủa bởi sức mạnh của Purple Magician yên nghỉ. Trong phần còn lại vĩnh cửu, lời nguyền của Shade không còn có thể làm hại họ."
PROPQUEST_SCENARIO_INC_002747,"Within the walls of the Guardiane Sanctuary, there was one guardian that acted as the last defense against evil that dared to approach. In hundreds of years of service, the Pyramid Guardian never faced defeat... until now.","Ẩn sâu trong các bức tường của Guardiane Sanctuary, có một người lính canh gác đóng vai trò là hàng rào bảo vệ cuối cùng chống lại các thế lực xấu xa dám tiếp cận. Trong hàng trăm năm phục vụ, Pyramid Guardian chưa bao giờ nếm mùi thất bại.. cho đến tận bây giờ."
PROPQUEST_SCENARIO_INC_002748,"The last bastion of Guardiane stands within the deformed heart before you. Its tattered muscles move to protect the twisted realm, though no life remains behind its eyes.","Pháo đài cuối cùng của Guardiane nằm trong trái tim biến dạng trước mặt bạn. Những cơ bắp rách nát của nó di chuyển để bảo vệ vương quốc vặn vẹo, mặc dù không còn sự sống nào sau đôi mắt của nó."
PROPQUEST_SCENARIO_INC_002749,"This barbaric curse sickens me... Put the Pyramid Guardian to rest, then report back to Laola.","Lời nguyền man rợ này khiến tôi ghê tởm.. Hãy để Pyramid Guardian yên nghỉ, sau đó báo cáo lại cho Laola."
PROPQUEST_SCENARIO_INC_002750,For all but the Purple Magician... little hope may remain for those who enter into a battle with such a powerful warrior.,Ai cũng được nhưng Purple Magician thì.. có thể chẳng còn bao nhiêu hy vọng cho những người đối đầu với một chiến binh hùng mạnh như vậy.
PROPQUEST_SCENARIO_INC_002751,"So it is done... thank you for laying to rest those cursed by the Purple Magician. It's selfish, but I truly do not wish harm upon Lapranche, only for her to be free from Shade's curse...","Vậy là xong.. cảm ơn bạn đã giúp những người bị nguyền rủa bởi Lam Thuật sư được yên nghỉ. Thật ích kỷ, nhưng tôi thực sự không muốn làm hại Lapranche, tôi chỉ muốn cô ấy thoát khỏi lời nguyền của Shade..."
PROPQUEST_SCENARIO_INC_002752,"I intend to find a way to stop Lapranche without destroying her entirely... but in the end, we have no choice but to stop her now.","Tôi định tìm cách ngăn Lapranche lại mà không tiêu diệt cô ấy hoàn toàn.. nhưng cuối cùng, chúng tôi không còn lựa chọn nào khác ngoài việc ngăn chặn cô ấy ngay bây giờ."
PROPQUEST_SCENARIO_INC_002753,"Guardiane needs time to heal, but soon we will speak again about the plan at hand. The army of Madrigal will rise again to defeat Shade and her puppet Lapranche.","Guardiane cần thời gian để hồi phục, nhưng chúng ta sẽ sớm nói lại về kế hoạch sắp tới. Đội quân của Madrigal sẽ trỗi dậy một lần nữa để đánh bại Shade và con rối Lapranche của cô ta."
PROPQUEST_SCENARIO_INC_002754,"Seek out what remains of the Pyramid Guardian, and put it to rest.",Tìm kiếm những gì còn sót lại của Pyramid Guardian và đặt nó yên nghỉ.
PROPQUEST_SCENARIO_INC_002755,Destroy the Pyramid Guardian.,Tiêu diệt Pyramid Guardian.
PROPQUEST_SCENARIO_INC_002756,A New Weapon Part 1,A New Weapon Part 1
PROPQUEST_SCENARIO_INC_002757,Rankashu's Request,Rankashu's Request
PROPQUEST_SCENARIO_INC_002758,I don't know why I am telling you this... but sometimes I think back to the mighty beast Clockworks that us Dwarpets built to protect Madrigal long ago.,Tôi không biết tại sao tôi lại nói với bạn điều này.. nhưng đôi khi tôi lại hồi tưởng về quái vật hùng mạnh Clockworks mà Dwarpets chúng tôi đã chế tạo để bảo vệ Madrigal cách đây từ lâu.
PROPQUEST_SCENARIO_INC_002759,"You are a powerful warrior... you may have even fought Clockworks at its prison in Darken City. But did you know Clockworks was once used to defend all life from the evils of the Goddess Shade? Shade corrupted our creation, turning the Clockworks against the world for her own desires.","Bạn là một chiến binh mạnh mẽ.. thậm chí bạn có thể đã chiến đấu với Clockworks tại nhà tù ở Darken City. Nhưng bạn có biết Clockworks từng được sử dụng để bảo vệ tất cả sinh vật sống khỏi sự xấu xa của Nữ thần Shade không? Shade đã làm hỏng tạo vật của chúng tôi, biến Clockworks thành kẻ thù của thế giới vì những tham vọng ích kỷ của ả ta.."
PROPQUEST_SCENARIO_INC_002760,My family is long gone now... but they always told tales about how Clockworks was built from mechanical parts formed in the mines around Madrigal.,Gia đình tôi giờ đã mất lâu rồi.. nhưng hồi ấy họ vẫn luôn kể những câu chuyện về cách Clockworks được chế tạo từ các bộ phận máy móc được hình thành trong các mỏ xung quanh Madrigal.
PROPQUEST_SCENARIO_INC_002761,"It's a long shot, but I want to try and seek out any lost parts from back then that may have been left behind in the mines. I haven't been successful in finding anything during my stay here at the Dekane Mine, but I've heard there is a mine deep in the mountains of Azria...","Đó là một chặng đường dài, nhưng tôi muốn thử tìm kiếm bất kỳ bộ phận nào bị thất lạc từ ​​​​thời đó và bị bỏ lại trong hầm mỏ. Tôi đã không thành công trong việc tìm kiếm bất cứ thứ gì trong thời gian ở đây tại Dekane Mine, nhưng tôi nghe nói có một mỏ nằm sâu trong vùng núi Azria.."
PROPQUEST_SCENARIO_INC_002762,"I think there may be lost technology hidden in the Azria Mine that may allow us to create something that could one day rid the world of Shade's cursed creatures, the masquerpets.","Tôi nghĩ rằng có thể có một công nghệ đã bị thất lạc ẩn giấu trong Azria Mine có thể cho phép chúng ta tạo ra thứ gì đó mà một ngày nào đó có thể giải thoát thế giới khỏi những sinh vật bị nguyền rủa của Shade, những con masquerpet."
PROPQUEST_SCENARIO_INC_002763,Would you go find someone in Azria who may know more about the mine hidden in the mountains?,Bạn có thể đi tìm ai đó ở Azria có thể biết thêm về mỏ ẩn trong núi không?
PROPQUEST_SCENARIO_INC_002764,Thank you for helping me... it's rare that I work with humans who are so willing. Please go to the Azria Village and find someone who knows about the Azria Mine.,Cảm ơn vì đã giúp đỡ tôi.. thật hiếm khi tôi được làm việc với những con người sẵn lòng như vậy. Vui lòng đến Azria Village và tìm ai đó biết về Azria Mine.
PROPQUEST_SCENARIO_INC_002765,I'm not surprised... humans were never good to us Dwarpets anyway.,Tôi không ngạc nhiên đâu.. Dù sao thì con người cũng không bao giờ tử tế với Dwarpets chúng tôi.
PROPQUEST_SCENARIO_INC_002766,"Hello warrior, so you want to know more about the mines here in Azria?","Xin chào warrior, vậy bạn có muốn biết thêm về các mỏ ở Azria không?"
PROPQUEST_SCENARIO_INC_002767,Speak to someone in Azria Village who knows about the Azria Mine.,Nói chuyện với ai đó ở Azria Village biết về Azria Mine.
PROPQUEST_SCENARIO_INC_002768,Find and speak with Mawrang in Azria Village.,Tìm và nói chuyện với Mawrang ở Azria Village.
PROPQUEST_SCENARIO_INC_002769,Fresh Mountain Air,Fresh Mountain Air
PROPQUEST_SCENARIO_INC_002770,"For many years the mine that sits atop the Azria mountains was run by a group of Dwarpets. The export of crystals from the mine allowed us to build this village in the first place, long long ago. ","Trong nhiều năm, mỏ nằm trên đỉnh dãy núi Azria được điều hành bởi một nhóm Dwarpets. Việc xuất khẩu tinh thể từ mỏ đã cho phép chúng tôi xây dựng ngôi làng này ngay từ đầu, từ lâu lắm rồi."
PROPQUEST_SCENARIO_INC_002771,"Not only did the crystals help defend Azria Village from the monsters outside these walls, but they were once used to give life to a mechanical beast that the Dwarpets used to fight against Shade's army.","Những viên pha lê không chỉ giúp bảo vệ Làng Azria khỏi những con quái vật bên ngoài những bức tường này, mà chúng còn từng được sử dụng để mang lại sự sống cho một con quái vật máy móc mà Dwarpets sử dụng để chiến đấu chống lại quân đội của Shade."
PROPQUEST_SCENARIO_INC_002772,"Rankashu probably wonders what is left of the mine's powerful crystals, and what may have been left behind by his people...","Rankashu có lẽ đang tự hỏi những tinh thể mạnh mẽ tại mỏ khai thác còn lại gì, và những gì có thể đã bị bỏ lại bởi đồng loại của anh ta..."
PROPQUEST_SCENARIO_INC_002773,"There is a guard outside the entrance to the Storm Peak where the Azria Mine is located, let him know that Mawrang has sent you and he may allow you to step inside the mine to search for clues.","Có một người bảo vệ bên ngoài lối vào Storm Peak, nơi có Azria Mine, hãy cho anh ta biết rằng Mawrang đã cử bạn đến và anh ta có thể cho phép bạn bước vào bên trong mỏ để tìm kiếm manh mối."
PROPQUEST_SCENARIO_INC_002774,Those are do not seek knowledge may never know true wisdom...,Những kẻ không mong cầu tri ​​​​thức có thể không bao giờ chạm đến được trí tuệ thực sự...
PROPQUEST_SCENARIO_INC_002775,"Oh hello, it's rare to see visitors way up here. I see, so Mawrang sent you to investigate the mine. ","Ồ, hiếm khi thấy du khách lên đây. Tôi hiểu rồi, vì vậy Mawrang cử bạn đi điều tra mỏ."
PROPQUEST_SCENARIO_INC_002776,Find the Storm Peak Guard.,Tìm Storm Peak Guard.
PROPQUEST_SCENARIO_INC_002777,Speak to the Storm Peak Guard.,Nói chuyện với Storm Peak Guard.
PROPQUEST_SCENARIO_INC_002778,Winter is Coming,Mùa đông đang tới
PROPQUEST_SCENARIO_INC_002779,"Storm Peak mountain has been closed off for many years... I am stationed here to prevent anyone from going inside. Terrifying masquerpets have overrun the place, and as far as I know no one has been able to safely step inside for a long time.","Núi Storm Peak đã bị đóng cửa trong nhiều năm.. Tôi canh gác ở đây để ngăn chặn bất cứ ai vào bên trong. Masquerpets đáng sợ đã tràn ngập nơi này, và theo như tôi biết thì không ai có thể bước vào bên trong một cách an toàn trong một thời gian dài. "
