Key,English,Portuguese
PROPQUEST_SCENARIO_INC_002614,The hole must be near the Syliaca... find it and determine if the damage is reparable.,O buraco deve estar perto dos Syliaca... encontre-o e determine se é possível reparar o dano.
PROPQUEST_SCENARIO_INC_002615,"If we leave the break in the walls of the Cave of Envy for too long, this situation will become an even bigger disaster.","Se deixarmos essa rachadura nas paredes da Caverna da Inveja por muito tempo, essa situação se tornará um desastre ainda maior."
PROPQUEST_SCENARIO_INC_002616,"So behind the wall seems to be a large, ornate cavern... What has Lapranche opened up to the world!?",Do outro lado da parede tem uma caverna enorme e toda enfeitada.. O que Lapranche abriu para o mundo!?
PROPQUEST_SCENARIO_INC_002617,Find the damaged wall in the Cave of Envy.,Encontre a parede danificada na Caverna da Inveja.
PROPQUEST_SCENARIO_INC_002618,Search for the damaged wall in the Cave of Envy.,Procure pela parede danificada na Caverna da Inveja
PROPQUEST_SCENARIO_INC_002619,Something Fishy,Algo Suspeito
PROPQUEST_SCENARIO_INC_002620,Thank you for finding the break in the wall... I have sent a guard to prevent unsuspecting travelers from entering the cavern.,Valeu por achar a rachadura na parede... Mandei um guarda pra não deixar aventureiros desprevenidos entrarem na caverna.
PROPQUEST_SCENARIO_INC_002621,I believe our next step will be to explore the cavern and see what Lapranche has unleashed upon us...,Acredito que nosso próximo passo será explorar a caverna e ver o que Lapranche libertou sobre nós.
PROPQUEST_SCENARIO_INC_002622,Please travel back to the cavern and speak with the guard out front for your next assignment.,"Por favor, volte para a caverna e fale com o guarda na entrada para a próxima missão."
PROPQUEST_SCENARIO_INC_002623,Oh... is there another assignment you are tied up with already?,"Eita, será que você já tá com outra missão pra fazer?"
PROPQUEST_SCENARIO_INC_002624,"Hello there, I was expecting you.","E aí, estava te esperando."
PROPQUEST_SCENARIO_INC_002625,Seek out the guard in front of the Envy Depths.,Vá em busca do guarda na entrada das Profundezas da Avareza.
PROPQUEST_SCENARIO_INC_002626,Meet with the guard outside the Envy Depths.,Encontre-se com o guarda do lado de fora das Profundezas da Avareza.
PROPQUEST_SCENARIO_INC_002627,Envy Depths Part 3,Profundezas da Avareza - Parte 3
PROPQUEST_SCENARIO_INC_002628,Growing Gills,Desenvolvendo Brânquias
PROPQUEST_SCENARIO_INC_002629,"After being assigned to my post here in the Cave of Envy, I've witnessed dozens of Syliaca enter the waters of the cavern behind me. If what the mayor said is true... those Syliaca may have grown into something much stronger by now. An investigation is in order.","Desde que fui designado para o meu posto aqui na Caverna da Avareza, tenho visto dezenas de Syliaca mergulhando nas águas da caverna atrás de mim. Se o que o prefeito disse for verdade... esses Syliaca podem ter se transformado em criaturas superfortes! Uma investigação é necessária."
PROPQUEST_SCENARIO_INC_002630,Head inside the cavern behind me and find out what have happened to the Syliaca.,Avance na caverna atrás de mim e descubra o que aconteceu com os Syliaca!
PROPQUEST_SCENARIO_INC_002631,You seem strong enough to handle a few empowered Syliaca... but maybe not.,Você parece forte o suficiente para lidar com alguns Syliaca fortalecidos.. mas talvez não.
PROPQUEST_SCENARIO_INC_002632,Very interesting... so the Syliaca have turned into Overgrown Sharks after ingesting the cavern's magic waters. I am curious what else may be living within the cavern...,"Ah, que interessante! Os Syliaca se transformaram em Tubarões Gigantescos depois de beberem as águas mágicas da caverna. Fico curioso para descobrir quais outras criaturas podem estar habitando esse lugar sombrio..."
PROPQUEST_SCENARIO_INC_002633,Find out what have become of the Syliaca that entered the cavern.,Descubra o que aconteceu com os Syliaca que entraram na caverna.
PROPQUEST_SCENARIO_INC_002634,Kill 25 Overgrown Shark.,Mate 25 Tubarões Gigantescos.
PROPQUEST_SCENARIO_INC_002635,Poor Unfortunate Souls,Almas Desafortunadas
PROPQUEST_SCENARIO_INC_002636,"With the Overgrown Sharks out of the way, you can find out what lies deeper within the cavern.","Agora que os Tubarões Gigantescos foram aniquilados, você está livre para explorar as profundezas da caverna e desvendar os segredos que aguardam!"
PROPQUEST_SCENARIO_INC_002637,Go back inside the cavern and seek out what caused the Cave of Envy to flood.,Retorne ao interior da caverna e descubra o que causou o alagamento da Caverna da Inveja.
PROPQUEST_SCENARIO_INC_002638,"Don't give up now, you've nearly figured out the secret to this cave.","Não desista agora, você está quase desvendando o segredo desta caverna!"
PROPQUEST_SCENARIO_INC_002639,It's incredible that life has been hidden here this whole time! It's a shame the Mermaid Beauties were so vicious. Likely influenced by the magical waters just as the Syliaca were.,"É demais descobrir que a vida estava se escondendo aqui o tempo todo! Pena que as Belas Sereia foram tão brutais. Devem ter sido influenciadas pelas águas mágicas assim como os Syliaca, né?"
PROPQUEST_SCENARIO_INC_002640,Go deeper into the cavern.,Avance mais fundo na caverna.
PROPQUEST_SCENARIO_INC_002641,Kill 25 Mermaid Beauty.,Derrote 25 Belas Sereias.
PROPQUEST_SCENARIO_INC_002642,Call of the Siren,Chamado da Sereia
PROPQUEST_SCENARIO_INC_002643,I am curious if additional life lives within the cavern. Sadly whatever remains in the tainted waters has likely gone feral by now. More samples from the masquerpets within may reveal the true nature of what this place represents.,"Minha curiosidade é imensa para descobrir se existem mais seres vivos ocultos nesta caverna. Infelizmente, tudo o que permanece nas águas contaminadas provavelmente se tornou selvagem com o tempo. Coletar mais amostras dos masquerpets que residem aqui pode revelar a verdadeira essência deste lugar misterioso."
PROPQUEST_SCENARIO_INC_002644,Go back inside the cavern and collect samples from any masquerpets that remain.,Volte para dentro da caverna e colete amostras de quaisquer masquerpets que ainda estejam presentes.
PROPQUEST_SCENARIO_INC_002645,There's no time to worry over what you may encounter... Trust in your own power.,Não há tempo para se preocupar com o que você pode encontrar. Confie em seu próprio poder.
PROPQUEST_SCENARIO_INC_002646,"Wow, these artifacts are pulsing with power! No normal being could handle something like this without becoming corrupted. It appears as if these artifacts have been present here for hundreds or thousands of years...","Caramba, esses artefatos estão pulsando de poder! Nenhum ser comum aguentaria uma parada dessas sem ficar corrompido. Parece que esses artefatos tão aqui há séculos ou milênios..."
PROPQUEST_SCENARIO_INC_002647,Collect samples from any remaining masquerpets that are in the cavern.,Colete amostras de quaisquer masquerpets restantes que estejam na caverna.
PROPQUEST_SCENARIO_INC_002648,Collect 20 Echo of Herness.,Colete 20 Ecos de Herness.
PROPQUEST_SCENARIO_INC_002649,Davy Jones' Locker,O Cofre Maldito do Capitão Davy Jones
PROPQUEST_SCENARIO_INC_002650,No wonder Lapranche released the powers hidden within the Envy Depths... She has certainly bought time to work towards her own goals while you deal with this.,Não é surpresa que Lapranche tenha soltado os poderes escondidos nas Profundezas da Inveja... Com certeza ela tá se aproveitando desse momento pra correr atrás dos próprios objetivos enquanto você lida com essa parada.
PROPQUEST_SCENARIO_INC_002651,I believed the masquerpets that you gathered samples from were the last remaining creatures within the cavern... but certainly you hear the roar coming from within the cavern now?,Eu achava que os masquerpets dos quais você pegou amostras eram os últimos bichos na caverna... mas agora você escuta o rugido vindo lá de dentro? 
PROPQUEST_SCENARIO_INC_002652,"Only the roar of a mighty creature emanates the cavern now... Slay whatever beast is within. If you survive, deliver a report of your victory to the Mayor of Darken City.","Apenas o rugido de uma criatura poderosa ecoa na caverna agora... Mate qualquer besta que estiver lá dentro. Se sobreviver, entregue um relatório de sua vitória ao Prefeito da Cidade Sombria."
PROPQUEST_SCENARIO_INC_002653,That roar is terrifying... steel your emotions and return to me when you are ready to find out what it is.,Aquele rugido é de arrepiar até os cabelos da nuca... Mantenha suas emoções sob controle e volte aqui quando estiver pronto pra descobrir o que é essa parada.
PROPQUEST_SCENARIO_INC_002654,So all along the sealed chamber was an altar to an ancient being... I suppose the myths of the water god Herness may be more than a myth after all.,"Aquele lugar selado era um altar pra uma criatura antiga... Tô começando a pensar que os mitos do deus das águas, Herness, podem ser reais!"
PROPQUEST_SCENARIO_INC_002655,"Well, with the Great Kraken defeated at least the danger that Lapranche brought to our feet has ended... for now.","Beleza, com o Grande Kraken na lona, pelo menos o perigo que Lapranche trouxe foi por água abaixo... por enquanto, né?"
PROPQUEST_SCENARIO_INC_002656,I congratulate you on making it out of there alive. Expect the repercussions of releasing Lapranche to be upon us one day though...,"Meus parabéns por ter saído vivo de lá. Mas não se iluda, as consequências de ter soltado a Lapranche vão cair sobre nós um dia..."
PROPQUEST_SCENARIO_INC_002657,Head inside the Envy Depths and eliminate whatever is causing that awful noise.,Adentre as Profundezas da Inveja e elimine o que quer que esteja causando esse barulho terrível.
PROPQUEST_SCENARIO_INC_002658,Kill the Great Kraken.,Mate o Grande Kraken.
PROPQUEST_SCENARIO_INC_002659,The Twisted Sanctuary Part 1,O Santuário Distorcido - Parte 1
PROPQUEST_SCENARIO_INC_002660,Bear's Endurance,Resistência de Urso
PROPQUEST_SCENARIO_INC_002661,There has been a disturbance in the flow of Madrigal's magic lately... I've heard rumors that an unsuspecting adventurer released the Black Magician from their prison. ,Tem havido uma perturbação no fluxo da magia de Madrigal ultimamente... Ouvi rumores de que um aventureiro desprevenido libertou o Mago Negro de sua prisão.
PROPQUEST_SCENARIO_INC_002662,"The current Black Magician named Lapranche is also sometimes known as the Purple Magician. She has an incredible power that is lost to all of today's magicians, including myself. Lapranche can summon the will of Shade to cast Purple Magic, recreating parts of the world in Shade's image.","A atual Maga Negra chamada Lapranche também é conhecida às vezes como a Maga Roxa. Ela possui um poder incrível que está além de todos os mágicos de hoje, incluindo eu mesmo. Lapranche pode invocar a vontade de Shade para lançar Magia Roxa, recriando partes do mundo à imagem de Shade."
PROPQUEST_SCENARIO_INC_002663,"As of now we stand no chance in a battle with Lapranche... even I have grown too weak to defeat her, my former pupil. She is certainly in a weakened state, so there is time to prepare. Expect Lapranche to bide her time by causing choas around Madrigal. For now we must build our strength.","Por enquanto, a gente tá lascado se for pra enfrentar a Lapranche... até eu fiquei fraco demais pra botar ela no chão, sendo que ela foi minha discípula. Mas olha só, ela tá numa fase de fraqueza, então dá pra aproveitar e se preparar. Pode esperar que a Lapranche vai causar umas confusões em Madrigal pra ganhar tempo. Por enquanto, vamos fortalecer nossas habilidades."
PROPQUEST_SCENARIO_INC_002664,"Before we move forward with the plan... I need you to prove that you are strong enough to fend for yourself. Bring me 50 Bearnerky Fang, then we can move forward with preparations.","Antes de partirmos pro próximo passo do plano, preciso ver se você tem poder de verdade. Me traga 50 Presas de Ursofurioso e aí sim vamos partir pra ação!"
PROPQUEST_SCENARIO_INC_002665,"If we are not prepared, Lapranche could unleash evil more terrible than us mortals could ever hope to face.","Se não estivermos preparados, Lapranche pode desencadear um mal mais terrível do que nós, mortais, poderíamos enfrentar."
PROPQUEST_SCENARIO_INC_002666,I hope you understand my hesitance... the power of Purple Magic is nothing to play with. We may start work on the plan now.,Espero que você compreenda meu receio... a magia roxa é uma parada séria. Podemos começar a botar o plano em prática agora!
PROPQUEST_SCENARIO_INC_002667,Go defeat Bearnerky until you have collected 50 Bearnerky Fang.,Vá derrotar os Ursofurioso até conseguir coletar 50 Presas de Ursofurioso.
PROPQUEST_SCENARIO_INC_002668,Collect 50 Bearnerky Fang.,Colete 50 Presas de Ursofurioso.
PROPQUEST_SCENARIO_INC_002669,Brother in Arms,Irmãos de Guerra
PROPQUEST_SCENARIO_INC_002670,"There is no hope in standing against Lapranche on our own. We must build an army of warriors, ensuring each is equipped with the weapons and armor needed to succeed.","Não adianta tentar encarar a Lapranche sozinho, não tem como! Precisamos reunir uma legião de guerreiros, cada um com as armas e armaduras certas, prontos pra detonar!"
PROPQUEST_SCENARIO_INC_002671,"In the Deadwallderness lives a smelter who has experience with unique requests. Tell Nein of our plan, and see what help he can offer.",No Deserto da Morte vive um ferreiro que tem experiência com pedidos especiais. Fale com Nein sobre nosso plano e veja que ajuda ele pode oferecer.
PROPQUEST_SCENARIO_INC_002672,"*Scoff* What, will you smelt the materials for equipment all on your own?",*Indignado* O quê? Você vai mesmo fundir os materiais para as armas e armaduras sozinho?
PROPQUEST_SCENARIO_INC_002673,"So there's trouble... Well if Laola has sent you, I am much obliged to help if I can.","Então, temos problemas... Bem, se Laola te enviou, ficarei muito grato em ajudar, se puder."
PROPQUEST_SCENARIO_INC_002674,"Find Nein in the Deadwallderness, and see what he requires to help us equip an army.",Encontre o Nein no Deserto da Morte e veja o que ele precisa para nos ajudar a equipar um exército.
PROPQUEST_SCENARIO_INC_002675,Speak with Nein.,Converse com o Nein.
PROPQUEST_SCENARIO_INC_002676,Tough as Steel,Forte Como o Aço.
PROPQUEST_SCENARIO_INC_002677,"Based on Laola's instructions, you'll need to help me gather enough metal scraps for a small army... That might take a while.","Com base nas instruções de Laola, você vai precisar me ajudar a reunir sucata de metal suficiente para um pequeno exército... Isso pode levar um tempo."
PROPQUEST_SCENARIO_INC_002678,"To get started on the crafting materials for an army of armor, collect 200 of the Muffrin's metal buckets.","Para começar a obter os materiais para criar armaduras para um exército, colete 200 baldes de metal do Muffrin."
PROPQUEST_SCENARIO_INC_002679,Finding the right metals will be difficult on your own...,Achar os metais certos vai ser osso se você for na missão sozinho...
PROPQUEST_SCENARIO_INC_002680,Thank you for your efforts. I know gathering this much metal must have taken a toll on you.,Valeu pelo seu empenho. Imagino que juntar tanto metal deve ter dado um trabalho danado pra você.
PROPQUEST_SCENARIO_INC_002681,Collect 200 buckets from the Muffrins that roam the Deadwallderness.,Colete 200 baldes dos Muffrins que vagam pelo Deserto da Morte.
PROPQUEST_SCENARIO_INC_002682,Collect 200 Muffrin Bucket.,Colete 200 Baldes de Muffrin.
PROPQUEST_SCENARIO_INC_002683,High Quality Goods,Mercadorias Top
PROPQUEST_SCENARIO_INC_002684,Smelting all this metal down for use will take a while. You may want to find an armorsmith to determine what else will be needed until I finish my work.,Derreter todo esse metal vai demorar. Talvez seja bom procurar um ferreiro para ver o que mais a gente vai precisar enquanto eu termino minha parte.
PROPQUEST_SCENARIO_INC_002685,Out in the Village of Kan there is a talented craftsman named Chenbing Khan who can guide you further.,"Lá na Vila de Kan, tem um artesão talentoso chamado Chenbing Khan, que pode orientá-lo ainda mais."
PROPQUEST_SCENARIO_INC_002686,"Well you could just wait here... but time is ticking, better to get other tasks out of the way.","Ah, você até poderia ficar aqui esperando... mas o relógio tá correndo, é melhor dar um jeito em outras tarefas primeiro."
PROPQUEST_SCENARIO_INC_002687,"It's nice Nein thinks enough of me to send you my way. I run a humble armor shop here in my village, and know all the secrets of how to improve simple weapons into deadly munitions.",É bom que o Nein tenha pensado em mim e te enviado até aqui. Eu administro uma humilde loja de armaduras aqui na minha vila e conheço todos os segredos de como transformar armas simples em armas letais.
PROPQUEST_SCENARIO_INC_002688,Go find Chenbing in the Village of Kan and give him a hand collecting crafting materials.,Vá encontrar Chenbing na Vila de Kan e dê uma ajuda a ele na coleta de materiais.
PROPQUEST_SCENARIO_INC_002689,Speak with Chenbing.,Converse com Chenbing.
PROPQUEST_SCENARIO_INC_002690,The Twisted Sanctuary Part 2,O Santuário Distorcido - Parte 2
PROPQUEST_SCENARIO_INC_002691,Gotta Catch Them All,Temos que Capturar Todos
PROPQUEST_SCENARIO_INC_002692,"We won't be able to craft any armor until Nein has completed smelting the Muffrin's buckets into something suitable. But once Nein is complete, we will need several materials only found from rare creatures known as Catchers.","Não vai rolar de forjar nenhuma armadura até o Nein terminar de fundir os baldes dos Muffrin e transformar em algo útil. Mas depois que ele terminar, vamos precisar de vários materiais que só podem ser obtidos de criaturas raras conhecidas como Acumuladores."
PROPQUEST_SCENARIO_INC_002693,"Catchers can be found all over Madrigal, but luckily for you all the most common catchers appear in Darkon 3. Collect 500 of each Catcher's material, then head back to Nein to collect the smelted metal.","Os Acumuladores estão espalhados por toda Madrigal, mas por sorte, os Acumuladores mais comuns aparecem em Darkon 3. Junte 500 unidades de cada material dos Acumuladores e depois volte para Nein para pegar o metal derretido."
PROPQUEST_SCENARIO_INC_002694,Collecting materials from Catchers is quite simple... I have a book on how to gather them in my tent if you need a reference.,"Coletar materiais dos Acumuladores é bem simples... Eu tenho um livro sobre como coletá-los na minha barraca, se você precisar de uma referência."
PROPQUEST_SCENARIO_INC_002695,Perfect timing! I just finished smelting down all the metal into something of use.,Hora perfeita! Acabei de fundir todo o metal em algo útil.
PROPQUEST_SCENARIO_INC_002696,"Catchers are rare, but Darkon 3 has them all. Keep looking, and make sure to equip your Collector weapon to harvest a Catcher after you defeat it.","Os Acumuladores são raros, mas Darkon 3 tem todos eles. Continue procurando e não se esqueça de equipar sua arma de Coletor para coletar um Acumulador depois de derrotá-lo."
PROPQUEST_SCENARIO_INC_002697,"Collect 500 Erons, Krasec, Mineral, and Guru.","Colete 500 Erons, Krasecs, Minerais e Gurus."
PROPQUEST_SCENARIO_INC_002698,Crafting an Army,Construindo um Exército
PROPQUEST_SCENARIO_INC_002699,"With the smelting complete, it's time to craft an army's worth of armor!","Com o processo de fundição finalizado, é hora de forjar armaduras em quantidade suficiente para um exército inteiro!"
PROPQUEST_SCENARIO_INC_002700,"Alright, head back to Chenbing. Work with him to start crafting the armor we'll need to win the battle against Lapranche!","Certo, volte para Chenbing. Trabalhe com ele para começar a criar as armaduras de que precisaremos para vencer a batalha contra Lapranche!"
PROPQUEST_SCENARIO_INC_002701,Crafting is tough work. It's not for everybody.,Forjar armaduras é um trampo brabo. Nem todo mundo aguenta.
PROPQUEST_SCENARIO_INC_002702,"Well done, we have everything needed to bolster an army of adventurers against the Black Magician!","Muito bem, temos tudo o que é necessário para fortalecer um exército de aventureiros contra a Maga Negra!"
PROPQUEST_SCENARIO_INC_002703,Head back to Chenbing to help craft armaments.,Volte para Chenbing para ajudar a forjar armamentos.
PROPQUEST_SCENARIO_INC_002704,Meet with Chenbing.,Encontre Chenbing.
PROPQUEST_SCENARIO_INC_002705,A Loud Bang!,Um Estrondo Alto!
PROPQUEST_SCENARIO_INC_002706,Look at all this steel. We'll have an army up and running in no time!,Vê só esse monte de aço. Logo logo teremos um exército de pé e pronto pra ação!
PROPQUEST_SCENARIO_INC_002707,"*BANG* Wha... What was that!? Perhaps the battle has already begun? Quickly, go speak with Loala to figure out what is going on!",*BOOM* O que foi isso!? Será que a batalha já começou? Vai correndo falar com Loala e descobrir o que tá rolando!
PROPQUEST_SCENARIO_INC_002708,Just a while longer and we'll have enough armor to equip a proper militia!,Mais um pouco e vamos ter armaduras o suficiente pra equipar uma milícia de respeito!
PROPQUEST_SCENARIO_INC_002709,Chenbing was smart to send you to me... surely you felt the tremors after that loud bang.,O Chenbing foi esperto em te mandar pra cá... tenho certeza que você sentiu o tremor depois daquele barulhão.
PROPQUEST_SCENARIO_INC_002710,Speak with Loala to find out what caused that loud noise.,Fale com Loala para descobrir o que causou aquele barulho alto.
PROPQUEST_SCENARIO_INC_002711,Meet with Laola.,Encontre Laola.
PROPQUEST_SCENARIO_INC_002712,Shot Through the Heart,Baleado no Coração
PROPQUEST_SCENARIO_INC_002713,"A hole in the heart of the Guardiane Sanctuary has been torn asunder! Purple magic has ripped open a portal to a sad, twisted version of the once peaceful haven.",Um buraco sinistro surgiu no coração do Santuário do Guardião! A magia roxa abriu um portal para uma versão macabra e distorcida do que já foi um refúgio de paz.
PROPQUEST_SCENARIO_INC_002714,"Reports show that all the inhabitants were killed and raised as bloodthirsty masquerpets... this is no doubt the doing of Lapranche. She is causing chaos to bide time, just as we expected!","Os relatórios mostram que todos os moradores foram dizimados e transformados em masquerpets sedentos de sangue... isso é com certeza obra da Lapranche. Ela tá causando o caos pra ganhar tempo, exatamente como esperávamos!"
PROPQUEST_SCENARIO_INC_002715,For now we must pause our preparations to deal with the twisted Guardiane Sanctuary.,"Por enquanto, precisamos dar uma pausa nas preparações e lidar com o Santuário do Guardião distorcido."
PROPQUEST_SCENARIO_INC_002716,A guard has been posted out front of the portal... go speak with them. Prepare to clear out the Guardiane Sanctuary.,Um guarda foi posicionado na frente do portal... vá falar com ele. Prepare-se para limpar o Santuário do Guardião.
PROPQUEST_SCENARIO_INC_002717,"Are you really so weak as to run away from danger, after all you've done!?","Você vai mesmo ser tão frouxo a ponto de sair correndo do perigo, depois de tudo que fez!?"
PROPQUEST_SCENARIO_INC_002718,Laola sent word of your arrival. The events that Lapranche have put into place are tragic... all the inhabitants of the Guardiane Sanctuary are dead. And yet... they live.,Laola mandou dizer que você chegou. Os eventos causados pela Lapranche são trágicos... todos os moradores do Santuário do Guardião estão mortos. E ainda assim... eles vivem.
PROPQUEST_SCENARIO_INC_002719,"Go find the guard posted outside the Guardiane Sanctuary portal, in the heart of Guardiane.","Vá encontrar o guarda posicionado fora do portal do Santuário do Guardião, no coração de Guardiane."
PROPQUEST_SCENARIO_INC_002720,Speak with the Guardiane Sanctuary guard.,Converse com o guarda do Santuário do Guardião.
PROPQUEST_SCENARIO_INC_002721,The Twisted Sanctuary Part 3,O Santuário Distorcido - Parte 3
PROPQUEST_SCENARIO_INC_002722,A Potent Mist,Névoa Poderosa
PROPQUEST_SCENARIO_INC_002723,A horde of the dead have arisen inside the sanctuary... ,Uma horda de mortos-vivos ressurgiu dentro do santuário...
PROPQUEST_SCENARIO_INC_002724,Your first order of duty is to eliminate the dead and find any clues that may lead to Lapranche.,Sua primeira missão é acabar com os mortos e encontrar qualquer pista que possa levar à Lapranche.
PROPQUEST_SCENARIO_INC_002725,Do not feel guilty for slaying the creatures inside. They are long dead now.,Não se sinta culpado por matar as criaturas lá dentro. Elas já estão mortas faz tempo.
PROPQUEST_SCENARIO_INC_002726,"Well done on clearing out the dead. Oh, and what's this? Interesting... a vial of purple mist. Could the mist be connected to the Purple Magic that Lapranche is said to practice?","Mandou bem em acabar com os mortos. Ah, e olha só isso! Interessante... um frasco de névoa roxa. Será que essa névoa tem alguma ligação com a Magia Roxa que dizem que Lapranche pratica?"
PROPQUEST_SCENARIO_INC_002727,"Clear out the undead minions inside the sanctuary, and search for any clue that could help us find Lapranche.",Elimine os lacaios mortos-vivos dentro do santuário e procure por qualquer pista que possa nos ajudar a encontrar Lapranche.
PROPQUEST_SCENARIO_INC_002728,"Kill 30 Regal Kumai, 30 Enchanted Rider, and find the Vial of Purple Mist.","Mate 30 Kumais Reais, 30 Cavaleiros Enfeitiçados e encontre o Frasco de Névoa Roxa."
PROPQUEST_SCENARIO_INC_002729,Purple Reign,Reinado Roxo
PROPQUEST_SCENARIO_INC_002730,Often potent magic leaves behind a trail in its wake of destruction. If Purple Magic was used to destroy the Guardiane Sanctuary... the people inside that turned into those creatures may have a small essence of purple energy still hanging on.,"O poder mágico, quando intenso, deixa para trás um rastro de destruição. Se a Magia Púrpura foi usada para aniquilar o Santuário dos Guardiões... aqueles que se transformaram nessas criaturas podem reter uma pequena essência da energia púrpura que ainda paira no ar"
PROPQUEST_SCENARIO_INC_002731,"Return to the ruins of the Guardiane Sanctuary, and collect the purple essence left behind on the bodies of the creatures within.",Retorne às ruínas do Santuário dos Guardiões e colete a essência roxa deixada nos corpos das criaturas.
PROPQUEST_SCENARIO_INC_002732,Little is known about the effects of Purple Magic on the body... a healthy fear of it may be for the best.,Pouco se sabe sobre os efeitos da Magia Púrpura no corpo... talvez seja melhor ter um medo saudável dela.
PROPQUEST_SCENARIO_INC_002733,"The evidence is clear... the only magician powerful enough to cast Purple Magic of this potency is the Purple Magician herself, Lapranche.",As provas são incontestáveis... só uma maga realmente poderosa tem o dom de conjurar a Magia Roxa com uma potência tão avassaladora. Lapranche!
PROPQUEST_SCENARIO_INC_002734,Destroy the Enchanted AI and Enchanted Shaman in the twisted Guardiane Sanctuary to obtain 20 Purple Essence.,Derrote a IA Encantada e o Xamã Encantado no distorcido Santuário dos Guardiães para obter 20 Essências Roxas.
PROPQUEST_SCENARIO_INC_002735,Collect 20 Purple Essence from Enchanted AI and Enchanted Shaman.,Colete 20 Essências Roxas da IA Encantada e do Xamã Encantado.
PROPQUEST_SCENARIO_INC_002736,Keeper of the Kingdom,Protetor do Reino
PROPQUEST_SCENARIO_INC_002737,Lapranche has certainly slowed down our efforts to build a force that can oppose her. It's likely that the previous Keeper of the Sanctuary was transformed like all the others...,Lapranche certamente tem diminuído nossos esforços para construir uma força capaz de se opor a ela. É provável que o antigo Guardião do Santuário tenha sido transformado assim como todos os outros...
PROPQUEST_SCENARIO_INC_002738,"The Keeper was a force to be reckoned with, the second in command of the protective force that guarded the Guardiane Sanctuary. If the Keeper still remains... it will be a formidable challenge.","O Guardião era daqueles que metia respeito, o segundo no comando da força protetora que guardava o Santuário do Guardião. Se o Guardião ainda estiver na área... vai ser um desafio e tanto!"
PROPQUEST_SCENARIO_INC_002739,"You have already done so much to help uncover the truth of the Purple Magician's terrible crimes. Defeat the Keeper if you are able... and please, be careful.","Você já fez tanto para ajudar a descobrir a verdade dos terríveis crimes da Maga Púrpura. Derrote o Guardião, se você for capaz... e por favor, tenha cuidado."
PROPQUEST_SCENARIO_INC_002740,"The Keeper stood guard over the grounds of the Guardiane Sanctuary, and dealt with intruders abruptly. Defeating the Keeper is a challenge even you may not be ready to handle.",O Guardião mantinha a guarda nos terrenos do Santuário do Guardião e não pegava leve com invasores. Encarar o Guardião é um desafio que talvez nem você esteja totalmente preparado para encarar.
PROPQUEST_SCENARIO_INC_002741,"Your strength is nearly beyond belief... You are a true hero, down to the very core of who you are. The Pyramid Keeper was also a hero... and now a hero who can rest.","Sua força é de tirar o fôlego... Você é um herói de verdade, até a última partícula do seu ser. O Guardião da Pirâmide também era um herói... e agora ele pode descansar em paz."
PROPQUEST_SCENARIO_INC_002742,"Carefully scout the grounds of the twisted Guardiane Sanctuary, and defeat whatever remains of the Pyramid Keeper.",Navegue com cautela pelos confins do Santuário Distorcido do Guardião e acabe com qualquer resquício que sobrou do Guardião da Pirâmide. 
PROPQUEST_SCENARIO_INC_002743,Destroy the Pyramid Keeper.,Destrua o Guardião da Pirâmide.
PROPQUEST_SCENARIO_INC_002744,Raiders of the Lost Sanctuary,Invasores do Santuário Perdido.
PROPQUEST_SCENARIO_INC_002745,Lapranche has twisted this once peaceful haven into the distorted Guardiane Sanctuary that you see before you. Your strength has carried you to do deeds that many others would be unable to stomach.,"Lapranche botou tudo de pernas pro ar nesse paraíso que era o Santuário do Guardião, deixando ele completamente distorcido como você tá vendo agora. Sua força o levou a realizar feitos que muitos outros não seriam capazes de suportar."
PROPQUEST_SCENARIO_INC_002746,"With great honor, you have put to rest those cursed by the power of the Purple Magician. In eternal rest, Shade's curse can no longer harm them.","Com grande honra, você pôs para descansar aqueles amaldiçoados pelo poder da Maga Púrpura. Em descanso eterno, a maldição de Shade não pode mais prejudicá-los."
PROPQUEST_SCENARIO_INC_002747,"Within the walls of the Guardiane Sanctuary, there was one guardian that acted as the last defense against evil that dared to approach. In hundreds of years of service, the Pyramid Guardian never faced defeat... until now.","Dentro das muralhas do Santuário do Guardião, havia um guardião que era a última linha de defesa contra as forças malignas que tentassem se aproximar. Em centenas de anos de serviço, o Guardião da Pirâmide nunca foi derrotado... até agora."
PROPQUEST_SCENARIO_INC_002748,"The last bastion of Guardiane stands within the deformed heart before you. Its tattered muscles move to protect the twisted realm, though no life remains behind its eyes.","O último bastião de Guardiane permanece no coração deformado diante de você. Seus músculos desgastados se movem para proteger o reino distorcido, mesmo sem vida brilhando em seus olhos."
PROPQUEST_SCENARIO_INC_002749,"This barbaric curse sickens me... Put the Pyramid Guardian to rest, then report back to Laola.",Essa maldição bárbara me dá nos nervos... Coloque o Guardião da Pirâmide para descansar em paz e depois informe a Laola.
PROPQUEST_SCENARIO_INC_002750,For all but the Purple Magician... little hope may remain for those who enter into a battle with such a powerful warrior.,"Para todos, exceto a Maga Púrpura... a esperança é mínima para aqueles que enfrentam um guerreiro tão poderoso."
