Key,English,Spanish
PROPQUEST_SCENARIO_INC_002717,"Are you really so weak as to run away from danger, after all you've done!?","¿De verdad eres tan débil que huyes del peligro, después de todo lo que has hecho?"
PROPQUEST_SCENARIO_INC_002718,Laola sent word of your arrival. The events that Lapranche have put into place are tragic... all the inhabitants of the Guardiane Sanctuary are dead. And yet... they live.,Laola envió noticias de tu llegada. Los acontecimientos que Lapranche ha puesto en marcha son trágicos .. todos los habitantes del Santuario Guardiane están muertos. Y sin embargo .. viven.
PROPQUEST_SCENARIO_INC_002719,"Go find the guard posted outside the Guardiane Sanctuary portal, in the heart of Guardiane.","Ve a buscar al guardia apostado frente al portal del Santuario de Guardiane, en el corazón de Guardiane."
PROPQUEST_SCENARIO_INC_002720,Speak with the Guardiane Sanctuary guard.,Habla con el guardia del Santuario de Guardiane.
PROPQUEST_SCENARIO_INC_002721,The Twisted Sanctuary Part 3,El Santuario Retorcido - Parte 3
PROPQUEST_SCENARIO_INC_002722,A Potent Mist,Una Niebla Potente
PROPQUEST_SCENARIO_INC_002723,A horde of the dead have arisen inside the sanctuary... ,Una horda de muertos se ha levantado dentro del santuario..
PROPQUEST_SCENARIO_INC_002724,Your first order of duty is to eliminate the dead and find any clues that may lead to Lapranche.,Tu primera orden del día es eliminar a los muertos y encontrar cualquier pista que pueda conducir a Lapranche.
PROPQUEST_SCENARIO_INC_002725,Do not feel guilty for slaying the creatures inside. They are long dead now.,No te sientas culpable por matar a las criaturas de dentro. Hace tiempo que murieron.
PROPQUEST_SCENARIO_INC_002726,"Well done on clearing out the dead. Oh, and what's this? Interesting... a vial of purple mist. Could the mist be connected to the Purple Magic that Lapranche is said to practice?","Bien hecho en la limpieza de los muertos. Oh, ¿Y qué es esto? Interesante... un frasco de niebla púrpura. ¿Podría la niebla estar conectada a la Magia Púrpura que se dice que practica Lapranche?"
PROPQUEST_SCENARIO_INC_002727,"Clear out the undead minions inside the sanctuary, and search for any clue that could help us find Lapranche.",Elimina a los esbirros no muertos del santuario y busca cualquier pista que pueda ayudarnos a encontrar a Lapranche.
PROPQUEST_SCENARIO_INC_002728,"Kill 30 Regal Kumai, 30 Enchanted Rider, and find the Vial of Purple Mist.","Mata a 30 Regal Kumai, 30 Jinete Encantado y encuentra el Frasco de Niebla Púrpura."
PROPQUEST_SCENARIO_INC_002729,Purple Reign,Reino Púrpura
PROPQUEST_SCENARIO_INC_002730,Often potent magic leaves behind a trail in its wake of destruction. If Purple Magic was used to destroy the Guardiane Sanctuary... the people inside that turned into those creatures may have a small essence of purple energy still hanging on.,A menudo la magia potente deja tras de sí un rastro de destrucción. Si se utilizó Magia Púrpura para destruir el Santuario de los Guardianes... las personas de dentro que se convirtieron en esas criaturas pueden tener una pequeña esencia de energía púrpura colgando.
PROPQUEST_SCENARIO_INC_002731,"Return to the ruins of the Guardiane Sanctuary, and collect the purple essence left behind on the bodies of the creatures within.",Regresa a las ruinas del Santuario de Guardiane y recoge la esencia púrpura que dejaron los cuerpos de las criaturas que había dentro.
PROPQUEST_SCENARIO_INC_002732,Little is known about the effects of Purple Magic on the body... a healthy fear of it may be for the best.,Se sabe poco sobre los efectos de la Magia Púrpura en el organismo... un sano temor a ella puede ser lo mejor.
PROPQUEST_SCENARIO_INC_002733,"The evidence is clear... the only magician powerful enough to cast Purple Magic of this potency is the Purple Magician herself, Lapranche.","La evidencia es clara... la única maga lo suficientemente poderosa como para lanzar Magia Púrpura de esta potencia es la propia Maga Púrpura, Lapranche."
PROPQUEST_SCENARIO_INC_002734,Destroy the Enchanted AI and Enchanted Shaman in the twisted Guardiane Sanctuary to obtain 20 Purple Essence.,Destruye a la IA encantada y al chamán encantado en el retorcido santuario de Guardiane para obtener 20 esencias moradas.
PROPQUEST_SCENARIO_INC_002735,Collect 20 Purple Essence from Enchanted AI and Enchanted Shaman.,Consigue 20 Esencia Púrpura del Al Encantado y el Chamán Encantado.
PROPQUEST_SCENARIO_INC_002736,Keeper of the Kingdom,Guardián del Reino
PROPQUEST_SCENARIO_INC_002737,Lapranche has certainly slowed down our efforts to build a force that can oppose her. It's likely that the previous Keeper of the Sanctuary was transformed like all the others...,Lapranche ha frenado nuestros esfuerzos de ser fuertes para enfrentarla. Es probable que el anterior Guardián del Santuario fuera transformado como todos los demás..
PROPQUEST_SCENARIO_INC_002738,"The Keeper was a force to be reckoned with, the second in command of the protective force that guarded the Guardiane Sanctuary. If the Keeper still remains... it will be a formidable challenge.","El Guadián era una fuerza a tener en cuenta, el segundo al mando de la fuerza protectora que custodiaba el Santuario Guardiane. Si el Custodio aún permanece.. será un desafío formidable."
PROPQUEST_SCENARIO_INC_002739,"You have already done so much to help uncover the truth of the Purple Magician's terrible crimes. Defeat the Keeper if you are able... and please, be careful.","Ya has hecho mucho para ayudar a descubrir la verdad de los terribles crímenes del Mago Púrpura. Derrota al Custodio si eres capaz... y por favor, ten cuidado."
PROPQUEST_SCENARIO_INC_002740,"The Keeper stood guard over the grounds of the Guardiane Sanctuary, and dealt with intruders abruptly. Defeating the Keeper is a challenge even you may not be ready to handle.",El Guardián vigilaba los terrenos del Santuario de los Guardianes y se enfrentaba a los intrusos con brusquedad. Derrotar al Guardián es un desafío que ni siquiera tú estás preparado para afrontar.
PROPQUEST_SCENARIO_INC_002741,"Your strength is nearly beyond belief... You are a true hero, down to the very core of who you are. The Pyramid Keeper was also a hero... and now a hero who can rest.","Tu fuerza es casi increíble... Eres un verdadero héroe, hasta la médula de lo que eres. El Guardián de la Pirámide también era un héroe .. y ahora un héroe que puede descansar."
PROPQUEST_SCENARIO_INC_002742,"Carefully scout the grounds of the twisted Guardiane Sanctuary, and defeat whatever remains of the Pyramid Keeper.",Explora con cuidado los terrenos del retorcido santuario de Guardiane y derrota a lo que quede del guardián de la pirámide.
PROPQUEST_SCENARIO_INC_002743,Destroy the Pyramid Keeper.,Destruye al Guardián de la Pirámide.
PROPQUEST_SCENARIO_INC_002744,Raiders of the Lost Sanctuary,Cazadores del Santuario Perdido
PROPQUEST_SCENARIO_INC_002745,Lapranche has twisted this once peaceful haven into the distorted Guardiane Sanctuary that you see before you. Your strength has carried you to do deeds that many others would be unable to stomach.,Lapranche ha transformado este refugio antaño pacífico en el distorsionado Santuario de los Guardianes que ves ante ti. Tu fuerza te ha llevado a cometer actos que muchos otros serían incapaces de soportar.
PROPQUEST_SCENARIO_INC_002746,"With great honor, you have put to rest those cursed by the power of the Purple Magician. In eternal rest, Shade's curse can no longer harm them.","Con gran honor, has puesto a descansar a los maldecidos por el poder del Mago Púrpura. En descanso eterno, la maldición de Shade ya no puede dañarlos."
PROPQUEST_SCENARIO_INC_002747,"Within the walls of the Guardiane Sanctuary, there was one guardian that acted as the last defense against evil that dared to approach. In hundreds of years of service, the Pyramid Guardian never faced defeat... until now.","Dentro de los muros del Santuario Guardiano, había un guardián que actuaba como última defensa contra el mal que osaba acercarse. En cientos de años de servicio, el Guardián de la Pirámide nunca fué derrotado... hasta ahora."
PROPQUEST_SCENARIO_INC_002748,"The last bastion of Guardiane stands within the deformed heart before you. Its tattered muscles move to protect the twisted realm, though no life remains behind its eyes.","El último bastión de Guardiane se alza en el corazón deformado que tienes ante ti. Sus músculos destrozados se mueven para proteger el reino retorcido, aunque no queda vida tras sus ojos."
PROPQUEST_SCENARIO_INC_002749,"This barbaric curse sickens me... Put the Pyramid Guardian to rest, then report back to Laola.","Esta bárbara maldición me enferma.. Pon a descansar al Guardián de la Pirámide, luego informa a Laola."
PROPQUEST_SCENARIO_INC_002750,For all but the Purple Magician... little hope may remain for those who enter into a battle with such a powerful warrior.,Para todos menos para el Mago Púrpura... poca esperanza puede quedar para aquellos que entren en batalla con un guerrero tan poderoso.
PROPQUEST_SCENARIO_INC_002751,"So it is done... thank you for laying to rest those cursed by the Purple Magician. It's selfish, but I truly do not wish harm upon Lapranche, only for her to be free from Shade's curse...","Así está hecho... Gracias por hacer descansar a los maldecidos por el Mago Púrpura. Es egoísta, pero realmente no deseo daño a Lapranche, sólo que esté libre de la maldición de Shade..."
PROPQUEST_SCENARIO_INC_002752,"I intend to find a way to stop Lapranche without destroying her entirely... but in the end, we have no choice but to stop her now.","Tengo la intención de encontrar una manera de detener a Lapranche sin destruirla.. pero al final, no tenemos más remedio que detenerla ahora."
PROPQUEST_SCENARIO_INC_002753,"Guardiane needs time to heal, but soon we will speak again about the plan at hand. The army of Madrigal will rise again to defeat Shade and her puppet Lapranche.","Guardiane necesita tiempo para curarse, pero pronto volveremos a hablar del plan que tenemos entre manos. El ejército de Madrigal se alzará de nuevo para derrotar a Shade y a su marioneta Lapranche."
PROPQUEST_SCENARIO_INC_002754,"Seek out what remains of the Pyramid Guardian, and put it to rest.",Busca lo que queda del Guardián de la Pirámide y ponlo a descansar.
PROPQUEST_SCENARIO_INC_002755,Destroy the Pyramid Guardian.,Destruye al Guardián de la Pirámide.
PROPQUEST_SCENARIO_INC_002756,A New Weapon Part 1,Una Nueva Arma Parte 1
PROPQUEST_SCENARIO_INC_002757,Rankashu's Request,Petición de Rankashu
PROPQUEST_SCENARIO_INC_002758,I don't know why I am telling you this... but sometimes I think back to the mighty beast Clockworks that us Dwarpets built to protect Madrigal long ago.,No sé por qué te digo esto... pero a veces pienso en la poderosa bestia de los Mecanismos de Relojería que los Dwarpets construimos para proteger Madrigal hace mucho tiempo.
PROPQUEST_SCENARIO_INC_002759,"You are a powerful warrior... you may have even fought Clockworks at its prison in Darken City. But did you know Clockworks was once used to defend all life from the evils of the Goddess Shade? Shade corrupted our creation, turning the Clockworks against the world for her own desires.","Eres un guerrero poderoso... puede que incluso hayas luchado contra Mecanismos en su prisión de Darken City. Pero, ¿Sabías que los Mecanismos se usaron una vez para defender la vida de los males de la diosa Shade? Shade corrompió nuestra creación, volviendo al Mecanismo contra el mundo."
PROPQUEST_SCENARIO_INC_002760,My family is long gone now... but they always told tales about how Clockworks was built from mechanical parts formed in the mines around Madrigal.,Mi familia ya no está... pero siempre contaban historias sobre cómo se construyó el Mecanismo a partir de piezas mecánicas formadas en las minas de los alrededores de Madrigal.
PROPQUEST_SCENARIO_INC_002761,"It's a long shot, but I want to try and seek out any lost parts from back then that may have been left behind in the mines. I haven't been successful in finding anything during my stay here at the Dekane Mine, but I've heard there is a mine deep in the mountains of Azria...","Es una posibilidad remota, pero quiero intentar buscar cualquier pieza perdida de entonces que pueda haber quedado en las minas. No he tenido éxito en encontrar nada durante mi estancia aquí en la mina Dekane, pero he oído que hay una mina en lo profundo de las montañas de Azria..."
PROPQUEST_SCENARIO_INC_002762,"I think there may be lost technology hidden in the Azria Mine that may allow us to create something that could one day rid the world of Shade's cursed creatures, the masquerpets.","Creo que puede haber tecnología perdida oculta en la Mina Azria que nos permita crear algo que algún día pueda librar al mundo de las criaturas malditas de Shade, los masquerpets."
PROPQUEST_SCENARIO_INC_002763,Would you go find someone in Azria who may know more about the mine hidden in the mountains?,¿Irías a buscar a alguien en Azria que pueda saber más sobre la mina escondida en las montañas?
PROPQUEST_SCENARIO_INC_002764,Thank you for helping me... it's rare that I work with humans who are so willing. Please go to the Azria Village and find someone who knows about the Azria Mine.,"Gracias por ayudarme... es raro que trabaje con humanos tan dispuestos. Por favor, ve a la Aldea Azria y encuentra a alguien que conozca la Mina Azria."
PROPQUEST_SCENARIO_INC_002765,I'm not surprised... humans were never good to us Dwarpets anyway.,No me sorprende... los humanos nunca fueron buenos con nosotros los Dwarpets de todos modos.
PROPQUEST_SCENARIO_INC_002766,"Hello warrior, so you want to know more about the mines here in Azria?","Hola guerrero, ¿Quieres saber más sobre las minas de Azria?"
PROPQUEST_SCENARIO_INC_002767,Speak to someone in Azria Village who knows about the Azria Mine.,Habla con alguien en la Aldea Azria que conozca la Mina Azria.
PROPQUEST_SCENARIO_INC_002768,Find and speak with Mawrang in Azria Village.,Encuentra y habla con Mawrang en la Aldea Azria.
PROPQUEST_SCENARIO_INC_002769,Fresh Mountain Air,Aire fresco de Montaña
PROPQUEST_SCENARIO_INC_002770,"For many years the mine that sits atop the Azria mountains was run by a group of Dwarpets. The export of crystals from the mine allowed us to build this village in the first place, long long ago. ","Durante muchos años, la mina que se encuentra en la cima de las montañas Azria fue gestionada por un grupo de Dwarpets. La exportación de cristales de la mina nos permitió construir esta aldea en primer lugar, hace mucho tiempo."
PROPQUEST_SCENARIO_INC_002771,"Not only did the crystals help defend Azria Village from the monsters outside these walls, but they were once used to give life to a mechanical beast that the Dwarpets used to fight against Shade's army.","Los cristales no sólo ayudaron a defender la Aldea Azria de los monstruos que se encontraban fuera de estos muros, sino que una vez se utilizaron para dar vida a una bestia mecánica que los Dwarpets usaron para luchar contra el ejército de Shade."
PROPQUEST_SCENARIO_INC_002772,"Rankashu probably wonders what is left of the mine's powerful crystals, and what may have been left behind by his people...","Rankashu probablemente se pregunta qué queda de los poderosos cristales de la mina, y qué puede haber dejado atrás su pueblo.."
PROPQUEST_SCENARIO_INC_002773,"There is a guard outside the entrance to the Storm Peak where the Azria Mine is located, let him know that Mawrang has sent you and he may allow you to step inside the mine to search for clues.","Hay un guardia fuera de la entrada del Pico de la Tormenta donde se encuentra la Mina Azria, hazle saber que Mawrang te ha enviado y puede que te permita entrar en la mina para buscar pistas."
PROPQUEST_SCENARIO_INC_002774,Those are do not seek knowledge may never know true wisdom...,Aquellos que no buscan el conocimiento nunca conocerán la verdadera sabiduría...
PROPQUEST_SCENARIO_INC_002775,"Oh hello, it's rare to see visitors way up here. I see, so Mawrang sent you to investigate the mine. ","Oh hola, es raro ver visitantes por aquí arriba. Ya veo, así que Mawrang te envió a investigar la mina."
PROPQUEST_SCENARIO_INC_002776,Find the Storm Peak Guard.,Encuentra al Guardia del Pico Tormentoso.
PROPQUEST_SCENARIO_INC_002777,Speak to the Storm Peak Guard.,Habla con el Guardia del Pico Tormentoso.
PROPQUEST_SCENARIO_INC_002778,Winter is Coming,Llega el Invierno
PROPQUEST_SCENARIO_INC_002779,"Storm Peak mountain has been closed off for many years... I am stationed here to prevent anyone from going inside. Terrifying masquerpets have overrun the place, and as far as I know no one has been able to safely step inside for a long time.","La montaña Pico Tormentoso ha estado cerrada durante muchos años.. Estoy destinado aquí para evitar que nadie entre. Masquerpets aterradores han invadido el lugar, y por lo que yo sé nadie ha sido capaz de adentrarse con seguridad durante mucho tiempo."
PROPQUEST_SCENARIO_INC_002780,"If you really want to go inside, you'll need to prove that you can handle the strongest masquerpets in Azria. Those found within the Storm Peak are even more dangerous...","Si realmente quieres entrar, tendrás que demostrar que puedes con los masquerpets más fuertes de Azria. Los que se encuentran en el Pico Tormentoso son aún más peligrosos..."
PROPQUEST_SCENARIO_INC_002781,Eliminate 200 Mammoth to prove that you can handle the dangers within the Storm Peak.,Elimina a 200 Mammoth para demostrar que puedes enfrentarte a los peligros del Pico Tormentoso.
PROPQUEST_SCENARIO_INC_002782,The Storm Peak mine is too dangerous anyway...,La mina del Pico Tormentoso es demasiado peligrosa de todos modos..
PROPQUEST_SCENARIO_INC_002783,You actually managed to kill that many Mammoths!? Well if that is the case... I think it's time to let you test your fate inside the Storm Peak mountain.,¿¡Realmente lograste matar tantos Mammoths!? Bueno si ese es el caso.. Creo que es hora de que pruebes tu destino dentro de la montaña Pico Tormentoso.
PROPQUEST_SCENARIO_INC_002784,Eliminate 200 Mammoths as proof of your strength.,Elimina 200 Mammoths como prueba de tu fuerza.
PROPQUEST_SCENARIO_INC_002785,Kill 200 Mammoths.,Mata a 200 Mammoths.
PROPQUEST_SCENARIO_INC_002786,Lost Kin,Parientes Perdidos
PROPQUEST_SCENARIO_INC_002787,"I wish you the best on your journey, however just know that the Storm Peak is terrifying. Only step foot within if you are truly prepared.","Le deseo lo mejor en su viaje, pero sepa que el Pico de la Tormenta es aterrador. Solo pisadlo si estáis realmente preparados."
PROPQUEST_SCENARIO_INC_002788,"Many dangers lie ahead... but I trust you to take them head on and emerge victorious, warrior. Enter the Storm Peak and find out what lies ahead.","Te aguardan muchos peligros... pero confío en que los afrontarás y saldrás victorioso, guerrero. Entra en el Pico Tormentoso y descubre lo que te espera."
PROPQUEST_SCENARIO_INC_002789,"It is not too late to turn back, entering the Storm Peak is almost certain death.","No es demasiado tarde para dar marcha atrás, entrar en el Pico Tormentoso es una muerte casi segura."
PROPQUEST_SCENARIO_INC_002790,Heh!? What is one of your kind doing here? I haven't seen any living creatures other than these puppets of Shade for years now...,¿¡Eh!? ¿Qué hace uno de tu especie aquí? No he visto ninguna criatura viviente aparte de estas marionetas de Shade desde hace años ..
PROPQUEST_SCENARIO_INC_002791,Head inside the Storm Peak when you are ready.,Entra en el Pico Tormentoso cuando estés listo.
PROPQUEST_SCENARIO_INC_002792,Speak with Rankashin.,Habla con Rankashin.
PROPQUEST_SCENARIO_INC_002793,A New Weapon Part 2,Una Nueva Arma Parte 2
PROPQUEST_SCENARIO_INC_002794,A Harey Situation,Una Situación Harey
PROPQUEST_SCENARIO_INC_002795,So a Dwarpet named Rankashu sent you to look for scraps that could be used to build another weapon... interesting. I have lived my life reflecting on the effects of the last time the Dwarpets made a weapon... the Clockworks.,Así que un Dwarpet llamado Rankashu te envió a buscar restos que pudieran ser usados para construir otra arma.. interesante. He vivido mi vida reflexionando sobre los efectos de la última vez que los Dwarpets fabricaron un arma.. el Mecanismo del Reloj.
PROPQUEST_SCENARIO_INC_002796,"Creating the Clockworks weapon brought Madrigal salvation... until Shade turned our weapon against us. The Clockworks rampaged throughout the lands, destroying villages and the people who lived in them. Clockworks was eventually contained... but is no longer a threat to Shade.","La creación del arma de los Mecanismos trajo la salvación a Madrigal... hasta que Shade volvió nuestra arma contra nosotros. El Mecanismo de Relojería arrasó las tierras, destruyendo aldeas y a sus habitantes. Los Mecanismos fueron eventualmente contenidos... pero ya no son una amenaza para Shade."
PROPQUEST_SCENARIO_INC_002797,"All the other Dwarpets have long died or left the Storm Peak... but perhaps with your help, we can gather materials to build a new weapon to stop Shade once and for all.",Todos los demás Dwarpets hace tiempo que murieron o abandonaron el Pico de la Tormenta... pero quizá con tu ayuda podamos reunir materiales para construir una nueva arma que detenga a Shade de una vez por todas.
PROPQUEST_SCENARIO_INC_002798,Frozen Hare Guards have completely blocked off the path leading deeper within the mountains. If you can take down their leader we can make a foothold further ahead.,"Los Guardias de la Liebre Helada han bloqueado completamente el camino que lleva a lo profundo de las montañas. Si puedes acabar con su líder, podremos abrirnos paso más adelante."
PROPQUEST_SCENARIO_INC_002799,You were my one hope of continuing work on a new weapon... please reconsider.,"Eras mi única esperanza de seguir trabajando en una nueva arma... por favor, reconsidéralo."
PROPQUEST_SCENARIO_INC_002800,Well done! With the Frozen Hare Assassin out of the way we can continue to explore.,¡Bien hecho! Con el Asesino de la Liebre Helada fuera del camino podemos seguir explorando.
PROPQUEST_SCENARIO_INC_002801,"Eliminate 30 Frozen Hare Guards and their leader, the Frozen Hare Assassin.","Elimina a 30 Guardias Liebre Helada y a su líder, el Asesino Liebre Helada."
PROPQUEST_SCENARIO_INC_002802,Kill 30 Frozen Hare Guard and 1 Frozen Hare Assassin.,Mata a 30 Guardias Liebre Congelados y a 1 Asesino Liebre Congelado.
PROPQUEST_SCENARIO_INC_002803,Building a Weapon,Construyendo un Arma
PROPQUEST_SCENARIO_INC_002804,With the guards out of our hair we can start collecting supplies to start building a brand new weapon! ,¡Con los guardias fuera de nuestro pelo podemos empezar a recoger suministros para empezar a construir una nueva arma!
PROPQUEST_SCENARIO_INC_002805,The Enraged Yetti and Saphyryan Hounds that live in the valley below have weapons and armor we can use to forge the basis of a mechanical beast like Clockworks.,Los Yetti Enfurecidos y los Sabuesos Saphyryan que viven en el valle de abajo tienen armas y armaduras que podemos usar para forjar la base de una bestia mecánica como Relojería.
PROPQUEST_SCENARIO_INC_002806,"Head down to the valley and collect Yetti Hammers and Hound Harnesses, they'll come in handy for crafting...","Dirígete al valle y recoge los martillos de Yetti y los arneses de Sabueso, te serán muy útiles para fabricar..."
PROPQUEST_SCENARIO_INC_002807,The hounds only bite a little bit...,Los sabuesos sólo muerden un poco ..
PROPQUEST_SCENARIO_INC_002808,"Yes, this will do nicely! I can start forging a new Clockworks with these materials. But there's one thing we're missing...","¡Sí, esto servirá muy bien! Puedo empezar a forjar un nuevo Mecanismo con estos materiales. Pero hay una cosa que nos falta..."
PROPQUEST_SCENARIO_INC_002809,Collect Yetti Hammers and Hound Harnesses from the masquerpets in the valley below.,Recoge los Martillos Yetti y los Arneses de Sabueso de los masquerpets del valle de abajo.
PROPQUEST_SCENARIO_INC_002810,"Collect 30 Yetti Hammers from the Enraged Yetti, and 15 Hound Harness from the Saphyryan Hounds.",Consigue 30 Martillos Yetti de los Yetti Enfurecidos y 15 Arneses de Sabueso de los Sabuesos Saphyryan.
PROPQUEST_SCENARIO_INC_002811,Army of the Dead,Ejército de Muertos
PROPQUEST_SCENARIO_INC_002812,"These armaments are a good foundation to work off of for now... but to bring a new Clockworks to life, we need a powerful core of energy. ","Estos armamentos son una buena base sobre la que trabajar por ahora... pero para dar vida a un nuevo Mecanismo, necesitamos un poderoso núcleo de energía."
PROPQUEST_SCENARIO_INC_002813,"When the masquerpets invaded Storm Peak, the Crystal Demon Lord led an army of undead deep within the mountains and sealed away the last known energy core produced by my people...","Cuando los masquerpets invadieron Pico Tormentoso, el Señor de los Demonios de Cristal dirigió un ejército de muertos vivientes a las profundidades de las montañas y selló el último núcleo de energía producido por mi pueblo..."
PROPQUEST_SCENARIO_INC_002814,"The Demon Lord hides behind its skeletal minions, so to even have a chance at retriving the energy core we will need to eliminate the Skeletal Militants along with the Skeleton General.","El Señor de los Demonios se esconde tras sus esqueléticos secuaces, así que para tener siquiera una oportunidad de recuperar el núcleo de energía necesitaremos eliminar a los Militantes Esqueletos junto con el General Esqueleto."
PROPQUEST_SCENARIO_INC_002815,The Skeletal Militants are formidable foes. The Skeleton General is said to use sharp blades affixed to its back to rip through anything that gets in its way.,Los Militantes Esqueléticos son enemigos formidables. Se dice que el General Esqueleto utiliza afiladas cuchillas fijadas a su espalda para desgarrar todo lo que se interponga en su camino.
PROPQUEST_SCENARIO_INC_002816,There's no way we can get to the Demon Lord without first killing its minions...,No hay manera de que podamos llegar al Señor de los Demonios sin antes matar a sus secuaces..
PROPQUEST_SCENARIO_INC_002817,Your power is tremendous! With your help I have made more progress in creating a new Clockworks than I have in my years out here on my own.,Tu poder es tremendo. Con tu ayuda he avanzado más en la creación de un nuevo Mecanismo que en los años que llevo aquí solo.
PROPQUEST_SCENARIO_INC_002818,You couldn't find the Skeletal Militants and their general? Head to the valley far below.,¿No pudiste encontrar a los Militantes Esqueléticos y a su general? Dirígete al valle que hay más abajo.
PROPQUEST_SCENARIO_INC_002819,Kill 80 Skeletal Militants and the Skeleton General.,Mata a 80 Militantes Esqueletos y al General Esqueleto.
PROPQUEST_SCENARIO_INC_002820,Weapon of the Future,Arma del futuro
PROPQUEST_SCENARIO_INC_002821,The dream of building a new weapon to defend Madgrial is starting to feel real. The only thing standing in our way is the Crystal Demon Lord.,El sueño de construir una nueva arma para defender Madgrial empieza a hacerse realidad. Lo único que se interpone en nuestro camino es el Señor de los Demonios de Cristal.
PROPQUEST_SCENARIO_INC_002822,"Go collect the Clockworks Core that the Crystal Demon Lord has been guarding all these years. Once you've collected the Clockworks Core, I'm sure that Rankashu would appreciate an update on your progress...","Ve a recoger el Núcleo del Reloj que el Señor de los Demonios de Cristal ha estado guardando todos estos años. Una vez que hayas recogido el Núcleo del Reloj, estoy seguro de que Rankashu agradecerá que le pongas al día de tus progresos..."
PROPQUEST_SCENARIO_INC_002823,Without the Clockworks Core there is no hope to build a new weapon.,Sin el Núcleo de Mecanismos no hay esperanza de construir una nueva arma.
PROPQUEST_SCENARIO_INC_002824,"This is incredible!!! My kin was in Storm Peak all along... and a Clockworks Core was being guarded there, too!? Perhaps the future of Madrigal is brighter than I thought...","¡Esto es increíble! ¿¡Mi familia estaba en el Pico Tormentoso todo el tiempo... y un Núcleo Mecánico estaba siendo custodiado allí, también!? Tal vez el futuro de Madrigal es más brillante de lo que pensaba .."
PROPQUEST_SCENARIO_INC_002825,"I will spend my days trying to understand this Clockworks Core, perhaps one day Rankashin and I will successfully create the strongest Clockworks of all time!",Me pasaré el día intentando comprender el núcleo de este mecanismo de relojería. ¡Quizá algún día Rankashin y yo logremos crear el mecanismo de relojería más potente de todos los tiempos!
PROPQUEST_SCENARIO_INC_002826,Destroy the Crystal Demon Lord so I may finally bring a new Clockworks into the world!,Destruye al Señor Demonio de Cristal para que pueda traer al mundo un nuevo Mecanismo de Relojería.
PROPQUEST_SCENARIO_INC_002827,"Defeat the Crystal Demon Lord to obtain the Clockworks Core, then return to Rankashu in Darkon.",Derrota al Señor de los Demonios de Cristal para obtener el Núcleo de Mecanismos y regresa a Rankashu en Darkon.
PROPQUEST_SCENARIO_INC_002828,Hael's Swords,Espada de Hael
PROPQUEST_SCENARIO_INC_002829,Altars of a Dark Clown,Altares de Payaso Oscuro
PROPQUEST_SCENARIO_INC_002830,"Hidden within the walls of the Mars Mine are altars decorated with the symbol of the evil clown goddess, Shade. ","Escondidos en las paredes de la Mina de Marte hay altares con el símbolo de la malvada diosa payaso, Shade."
PROPQUEST_SCENARIO_INC_002831,Go visit the mine and see what I mean. The altars all have the symbol of Shade's corruption scattered nearby.,Visita y verás a qué me refiero. Todos los altares tienen el símbolo de la corrupción de Shade esparcido cerca.
PROPQUEST_SCENARIO_INC_002832,"Your curiosity will not go unpunished... to reveal the nature of Shade's power, you must defeat her elite guards within the Mars Mine.","Tu curiosidad no quedará impune... para revelar la naturaleza del poder de Shade, debes derrotar a sus guardias de élite dentro de la Mina de Marte."
PROPQUEST_SCENARIO_INC_002833,Perhaps this is where your story ends...,Quizás aquí es donde termina tu historia.
PROPQUEST_SCENARIO_INC_002834,"Ah, I can tell you were successful in slaying Shade's elite guards. You're covered in her corrupted energy.","Ah, puedo decir que lograste matar a los guardias de élite de Shade. Estás cubierto de su energía corrupta."
PROPQUEST_SCENARIO_INC_002835,Being in contact with this much purple magic has been known to cause memory loss... perhaps someone with knowledge of these magics could help you before you go mad.,Se sabe que estar en contacto con tanta magia púrpura causa pérdida de memoria... tal vez alguien con conocimiento de estas magias pueda ayudarte antes de que te vuelvas loco.
PROPQUEST_SCENARIO_INC_002836,Find and eliminate Shade's elite henchmen within the Mars Mine.,Encuentra y elimina a los secuaces de élite de Shade dentro de la Mina de Marte.
PROPQUEST_SCENARIO_INC_002837,Kill the elite masquerpets upon each of their altars within the Mars Mine.,Mata a los masquerpets de élite en cada altar dentro de la Mina de Marte.
PROPQUEST_SCENARIO_INC_002838,A Reunion to Remember,Una reunión para recordar
PROPQUEST_SCENARIO_INC_002839,Oh you've returned... at least I think I remember you.,"Oh, has regresado... al menos creo que te recuerdo."
PROPQUEST_SCENARIO_INC_002840,"You brought me something? Oh, it's a drink... I shouldn't trust you, but for some reason I don't sense any animosity in your aura. I'll take a drink in honor of our reunion today.","¿Me trajiste algo? Oh, es una bebida... No debería confiar en ti, pero por alguna razón no siento ninguna animosidad en tu aura. Tomaré un trago en honor a nuestra reunión de hoy."
PROPQUEST_SCENARIO_INC_002841,Well it was nice to see you again...,"Bueno, fue un placer verte de nuevo."
PROPQUEST_SCENARIO_INC_002842,"It's all coming back, all the years. A lifetime of adventures are now clear... thanks to you. ","Todo está regresando, todos los años. Toda una vida de aventuras ahora está clara... gracias a ti."
PROPQUEST_SCENARIO_INC_002843,"Though I can never repay you for restoring my memories, I hope this gift will show my appreciation. Here, take my blades...","Aunque nunca podré pagarte por restaurar mis recuerdos, espero que este regalo demuestre mi agradecimiento. Toma, mis espadas..."
