Key,English,French
PROPSKILL_TXT_150321,"Enter a meditative state that reduces damage taken, shortens natural HP recovery time, and increases healing effects. Can be re-cast to cancel.","Enter a meditative state that reduces damage taken, shortens natural HP recovery time, and increases healing effects. Can be re-cast to cancel."
PROPSKILL_TXT_150322,Deep Meditation,Deep Meditation
PROPSKILL_TXT_150323,Adamantine Body,Adamantine Body
PROPSKILL_TXT_150324,Nen Mastery,Nen Mastery
PROPSKILL_TXT_150325,Nen Storage,Nen Storage
PROPSKILL_TXT_150326,Nen-consuming skills may consume only half the required stacks.,Nen-consuming skills may consume only half the required stacks.
PROPSKILL_TXT_150327,Mental Unity,Mental Unity
PROPSKILL_TXT_150328,Reduces the maximum MP penalty from Nen stacks.,Reduces the maximum MP penalty from Nen stacks.
PROPSKILL_TXT_150329,Clear Reflection,Clear Reflection
PROPSKILL_TXT_150330,"When Nen charge reaches 20, your critical hits will be more lucky, always dealing maximum damage at maximum level.","When Nen charge reaches 20, your critical hits will be more lucky, always dealing maximum damage at maximum level."
PROPSKILL_TXT_150331,Tenacity,Tenacity
PROPSKILL_TXT_150332,Debuffs applied on you do not last as long.,Debuffs applied on you do not last as long.
PROPSKILL_TXT_150333,Marked Attack,Marked Attack
PROPSKILL_TXT_150334,Normal attacks leave a mark. Hitting the same enemy 5 times deals bonus damage and grants 1 Nen stack.,Normal attacks leave a mark. Hitting the same enemy 5 times deals bonus damage and grants 1 Nen stack.
PROPSKILL_TXT_150335,Nen Acquisition,Nen Acquisition
PROPSKILL_TXT_150336,Increases your chance to gain an additional Nen stack when using Concentration.,Increases your chance to gain an additional Nen stack when using Concentration.
PROPSKILL_TXT_150337,Toxic Assault,Toxic Assault
PROPSKILL_TXT_150338,Perform a multi-hit combo on the target. Each hit has a chance to inflict poison.,Perform a multi-hit combo on the target. Each hit has a chance to inflict poison.
PROPSKILL_TXT_150339,Increased Chance,Increased Chance
PROPSKILL_TXT_150341,Increased Toxins,Increased Toxins
PROPSKILL_TXT_150342,Toxic Fury,Toxic Fury
PROPSKILL_TXT_150343,Inflict poison on yourself to increase your power at the cost of defense.,Inflict poison on yourself to increase your power at the cost of defense.
PROPSKILL_TXT_150345,Maintain Addiction,Maintain Addiction
PROPSKILL_TXT_150346,No Pain No Gain,No Pain No Gain
PROPSKILL_TXT_150347,Toxic Analogy,Toxic Analogy
PROPSKILL_TXT_150348,Reduces damage taken from poisoned enemies.,Reduces damage taken from poisoned enemies.
PROPSKILL_TXT_150349,Master of Toxins,Master of Toxins
PROPSKILL_TXT_150350,Increase your damage against poisoned enemies.,Increase your damage against poisoned enemies.
PROPSKILL_TXT_150351,Risk Management,Risk Management
PROPSKILL_TXT_150352,Becoming invisible has a chance to remove your own poison.,Becoming invisible has a chance to remove your own poison.
PROPSKILL_TXT_150353,Dual Ego,Dual Ego
PROPSKILL_TXT_150354,CC Attack,CC Attack
PROPSKILL_TXT_150355,Far Shot,Far Shot
PROPSKILL_TXT_150356,Party Buff,Party Buff
PROPSKILL_TXT_150357,Slowing,Slowing
PROPSKILL_TXT_150358,Incinerate,Incinerate
PROPSKILL_TXT_150359,Increased Elemental,Increased Elemental
PROPSKILL_TXT_150360,Additional Burn Damage,Additional Burn Damage
PROPSKILL_TXT_150362,Ignite,Ignite
PROPSKILL_TXT_150363,Increased Spread Damage,Increased Spread Damage
PROPSKILL_TXT_150364,Hellfire,Hellfire
PROPSKILL_TXT_150367,Wind Counter,Wind Counter
PROPSKILL_TXT_150368,Blaze Eater,Blaze Eater
PROPSKILL_TXT_150369,Ice Shard,Ice Shard
PROPSKILL_TXT_150370,Tidal Omen,Tidal Omen
PROPSKILL_TXT_150371,Increased Recovery,Increased Recovery
PROPSKILL_TXT_150373,Fire Counter,Fire Counter
PROPSKILL_TXT_150374,Aqua Veil,Aqua Veil
PROPSKILL_TXT_150375,Gale,Gale
PROPSKILL_TXT_150376,Increased Suffocate Chance,Increased Suffocate Chance
PROPSKILL_TXT_150377,Earth Counter,Earth Counter
PROPSKILL_TXT_150378,Stormveil Cloak,Stormveil Cloak
PROPSKILL_TXT_150379,EVA Storm,EVA Storm
PROPSKILL_TXT_150380,Increased Shock Chance,Increased Shock Chance
PROPSKILL_TXT_150381,Thunder Strike,Orage de foudre
PROPSKILL_TXT_150382,Water Counter,Water Counter
PROPSKILL_TXT_150383,Voltguard,Voltguard
PROPSKILL_TXT_150384,Stone Pillar,Stone Pillar
PROPSKILL_TXT_150385,Increased Explosion Range,Increased Explosion Range
PROPSKILL_TXT_150386,Swampy Area,Swampy Area
PROPSKILL_TXT_150387,Electric Counter,Electric Counter
PROPSKILL_TXT_150388,"Incinerate your target, dealing damage and burning them. If used on a burning target, they take extra damage. Burned enemies also hurt nearby enemies, but do not burn them.","Incinerate your target, dealing damage and burning them. If used on a burning target, they take extra damage. Burned enemies also hurt nearby enemies, but do not burn them."
PROPSKILL_TXT_150389,Suffocation,Suffocation
PROPSKILL_TXT_150390,Sleeping,Sleeping
PROPSKILL_TXT_150391,Paralyzed,Paralyzed
PROPSKILL_TXT_150392,"You are sleeping, and will be awaken once you take damage.","You are sleeping, and will be awaken once you take damage."
PROPSKILL_TXT_150393,"You are paralyzed, physical damage is increased and magical damage is decreased.","You are paralyzed, physical damage is increased and magical damage is decreased."
PROPSKILL_TXT_150394,Shocked,Shocked
PROPSKILL_TXT_150395,You are shocked and receive extra electric damage.,You are shocked and receive extra electric damage.
PROPSKILL_TXT_150396,Raging Storm,Raging Storm
PROPSKILL_TXT_150397,Zephyr's Grace,Zephyr's Grace
PROPSKILL_TXT_150398,Gain shields when you use Gale or Gust.,Gain shields when you use Gale or Gust.
PROPSKILL_TXT_150399,Gust,Gust
PROPSKILL_TXT_150400,The skill's range increases.,The skill's range increases.
PROPSKILL_TXT_150401,Skill cooldown is reduced.,Skill cooldown is reduced.
PROPSKILL_TXT_150402,Skill damage increases proportionally to the shield's defense.,Skill damage increases proportionally to the shield's defense.
PROPSKILL_TXT_150403,Has a chance to stun enemies.,Has a chance to stun enemies.
PROPSKILL_TXT_150404,Movement speed is reduced.,Movement speed is reduced.
PROPSKILL_TXT_150405,"After charging, a barrier proportional to max HP is generated.","After charging, a barrier proportional to max HP is generated."
PROPSKILL_TXT_150406,Bind the pulled target.,Bind the pulled target.
PROPSKILL_TXT_150407,The chance to pull your target increases in PvP.,The chance to pull your target increases in PvP.
PROPSKILL_TXT_150408,Multiple enemies surrounding the selected target can also be pulled.,Multiple enemies surrounding the selected target can also be pulled.
PROPSKILL_TXT_150409,The chance to stun increases.,The chance to stun increases.
PROPSKILL_TXT_150410,Applies a defensive penalty to the target.,Applies a defensive penalty to the target.
PROPSKILL_TXT_150412,The leap distance increases.,The leap distance increases.
PROPSKILL_TXT_150413,You can push enemies further away from the landing point.,You can push enemies further away from the landing point.
PROPSKILL_TXT_150414,Distance you can push enemies increases.,Distance you can push enemies increases.
PROPSKILL_TXT_150415,Can move at a very slow speed when the skill is used.,Can move at a very slow speed when the skill is used.
PROPSKILL_TXT_150416,Amount of HP consumed per second is reduced.,Amount of HP consumed per second is reduced.
PROPSKILL_TXT_150417,Incoming damage is greatly reduced instead of reflected.,Incoming damage is greatly reduced instead of reflected.
PROPSKILL_TXT_150418,Duration of the clone increases.,Duration of the clone increases.
PROPSKILL_TXT_150419,An additional clone is spawned.,An additional clone is spawned.
PROPSKILL_TXT_150420,"Auto Attack damage increases, but yo-yo range decreases.","Auto Attack damage increases, but yo-yo range decreases."
PROPSKILL_TXT_150421,"Yo-Yo range increases, but auto attack damage decreases.","Yo-Yo range increases, but auto attack damage decreases."
PROPSKILL_TXT_150422,"Multistrike chance increases, but Yo-Yo range decreases.","Multistrike chance increases, but Yo-Yo range decreases."
PROPSKILL_TXT_150423,Skill duration is increased.,Skill duration is increased.
PROPSKILL_TXT_150424,Increase the trade-off of stats.,Increase the trade-off of stats.
PROPSKILL_TXT_150425,Defense debuff effect from skill usage is reduced.,Defense debuff effect from skill usage is reduced.
PROPSKILL_TXT_150426,"Defense reduction rate is fixed at 60%, but enhances the skill effect.","Defense reduction rate is fixed at 60%, but enhances the skill effect."
PROPSKILL_TXT_150427,The chance to inflict poison status increases with each hit.,The chance to inflict poison status increases with each hit.
PROPSKILL_TXT_150428,"Skill cooldown increases, but the effect of poison increases.","Skill cooldown increases, but the effect of poison increases."
PROPSKILL_TXT_150429,Skill range is increased.,Skill range is increased.
PROPSKILL_TXT_150430,"In addition to poison damage, the cloud may blind targets, reducing their hit rate.","In addition to poison damage, the cloud may blind targets, reducing their hit rate."
PROPSKILL_TXT_150431,"If used while invisible, subsequent normal attacks will always be critical hits, and the skill's cooldown will be reduced.","If used while invisible, subsequent normal attacks will always be critical hits, and the skill's cooldown will be reduced."
PROPSKILL_TXT_150433,Chance to stun when used while invisible.,Chance to stun when used while invisible.
PROPSKILL_TXT_150434,"Charge time doubles, but attack increases.","Charge time doubles, but attack increases."
PROPSKILL_TXT_150435,"Maximum charge stacks are reduced to 2, but damage decreases.","Maximum charge stacks are reduced to 2, but damage decreases."
PROPSKILL_TXT_150437,Hits have a chance to immobilize enemies.,Hits have a chance to immobilize enemies.
PROPSKILL_TXT_150438,Chance to inflict poison status increases per hit.,Chance to inflict poison status increases per hit.
PROPSKILL_TXT_150439,"Chain attack duration increases, but the number of attacks rises from 3 to 8. Skill cooldown increases.","Chain attack duration increases, but the number of attacks rises from 3 to 8. Skill cooldown increases."
PROPSKILL_TXT_150440,Deals additional damage to targets within 3m.,Deals additional damage to targets within 3m.
PROPSKILL_TXT_150441,Deals additional damage to targets further than 5m.,Deals additional damage to targets further than 5m.
PROPSKILL_TXT_150442,"Buff applies to party members within range, excluding yourself.","Buff applies to party members within range, excluding yourself."
PROPSKILL_TXT_150443,The chance to fire double arrows increases.,The chance to fire double arrows increases.
PROPSKILL_TXT_150445,The distance over which the target is knocked back increases.,The distance over which the target is knocked back increases.
PROPSKILL_TXT_150446,Pushes back enemies within the area along with the target.,Pushes back enemies within the area along with the target.
PROPSKILL_TXT_150447,Increases the distance of the backward jump.,Increases the distance of the backward jump.
PROPSKILL_TXT_150448,Reduces the target's movement speed.,Reduces the target's movement speed.
PROPSKILL_TXT_150449,The movement speed of all enemies hit by the skill is reduced.,The movement speed of all enemies hit by the skill is reduced.
PROPSKILL_TXT_150450,Maximum number of traps you can place increases.,Maximum number of traps you can place increases.
PROPSKILL_TXT_150451,Range of the trap increases.,Range of the trap increases.
PROPSKILL_TXT_150453,Chance of getting status effects increases.,Chance of getting status effects increases.
PROPSKILL_TXT_150455,Skill's damage range increases.,Skill's damage range increases.
PROPSKILL_TXT_150456,Enemy's defense is reduced when caught in the trap.,Enemy's defense is reduced when caught in the trap.
PROPSKILL_TXT_150457,The activation range of the trap increases.,The activation range of the trap increases.
PROPSKILL_TXT_150459,The activation range of the trap increases.,The activation range of the trap increases.
PROPSKILL_TXT_150460,Physical damage increases per Nen stack.,Physical damage increases per Nen stack.
PROPSKILL_TXT_150461,Magic damage increases per Nen stack.,Magic damage increases per Nen stack.
PROPSKILL_TXT_150462,The effect of Aura skills increases per Nen stack.,The effect of Aura skills increases per Nen stack.
PROPSKILL_TXT_150463,Skill damage is increased.,Skill damage is increased.
PROPSKILL_TXT_150464,10 Nen stacks up even when this skill used.,10 Nen stacks up even when this skill used.
PROPSKILL_TXT_150465,Has a chance to grant additional Nen stacks.,Has a chance to grant additional Nen stacks.
PROPSKILL_TXT_150466,Damage is increased.,Damage is increased.
PROPSKILL_TXT_150467,Gain 1 additional Nen with certain chance when the skill hits.,Gain 1 additional Nen with certain chance when the skill hits.
PROPSKILL_TXT_150468,"When cast as an enhanced attack, reduces the target's attack and defense additionally.","When cast as an enhanced attack, reduces the target's attack and defense additionally."
PROPSKILL_TXT_150469,Chance to knock down the target increases.,Chance to knock down the target increases.
PROPSKILL_TXT_150470,Nen Enhanced strikes will also reduce movement speed.,Nen Enhanced strikes will also reduce movement speed.
PROPSKILL_TXT_150471,Consumes additional Nen to attempt an extra attack.,Consumes additional Nen to attempt an extra attack.
PROPSKILL_TXT_150472,Using the skill may not consume Nen.,Using the skill may not consume Nen.
PROPSKILL_TXT_150473,"Casting time is reduced, but skill damage is decreased.","Casting time is reduced, but skill damage is decreased."
PROPSKILL_TXT_150474,Movement speed penalty is reduced.,Movement speed penalty is reduced.
PROPSKILL_TXT_150477,"While grabbing an enemy, the damage you take is reduced.","While grabbing an enemy, the damage you take is reduced."
PROPSKILL_TXT_150478,You can grab all enemies within range with a chance.,You can grab all enemies within range with a chance.
PROPSKILL_TXT_150479,Movement speed and critical chance increases further when using the skill.,Movement speed and critical chance increases further when using the skill.
PROPSKILL_TXT_150480,Critical damage increases when using skill.,Critical damage increases when using skill.
PROPSKILL_TXT_150481,Knuckle damage increases further when using skill.,Knuckle damage increases further when using skill.
PROPSKILL_TXT_150482,Damage reduction rate increases while meditating.,Damage reduction rate increases while meditating.
PROPSKILL_TXT_150483,You can move slowly while using the skill.,You can move slowly while using the skill.
PROPSKILL_TXT_150484,Attack all enemies on the path and give additional bleed damage.,Attack all enemies on the path and give additional bleed damage.
PROPSKILL_TXT_150485,Stuns the target on impact.,Stuns the target on impact.
PROPSKILL_TXT_150486,Attack range increases but rush distance decreases.,Attack range increases but rush distance decreases.
PROPSKILL_TXT_150487,Explosion range increases.,Explosion range increases.
PROPSKILL_TXT_150488,Increase damage with additional HP cost.,Increase damage with additional HP cost.
PROPSKILL_TXT_150489,Knock back the enemy hit by the explosion.,Knock back the enemy hit by the explosion.
PROPSKILL_TXT_150490,Damage increases.,Damage increases.
PROPSKILL_TXT_150491,Give additional bleeding damage to all enemies hit by the skill.,Give additional bleeding damage to all enemies hit by the skill.
PROPSKILL_TXT_150492,Create one more whirlwind.,Create one more whirlwind.
PROPSKILL_TXT_150493,Reduce enemy's element resistance.,Reduce enemy's element resistance.
PROPSKILL_TXT_150494,"Whirlwind moves forward, lifting enemies into the air.","Whirlwind moves forward, lifting enemies into the air."
PROPSKILL_TXT_150495,Successful follow-up hits increased damage is increased further.,Successful follow-up hits increased damage is increased further.
PROPSKILL_TXT_150496,Increases the chance to knock down enemies.,Increases the chance to knock down enemies.
PROPSKILL_TXT_150497,Successful follow up hit reduces the target's movement speed.,Successful follow up hit reduces the target's movement speed.
PROPSKILL_TXT_150498,"Casts an aura that greatly reduces the caster's movement speed while increasing allies’ magic attack, critical damage, and attack. Cannot be used with other auras at the same time.","Casts an aura that greatly reduces the caster's movement speed while increasing allies’ magic attack, critical damage, and attack. Cannot be used with other auras at the same time."
PROPSKILL_TXT_150499,"Casts an aura that greatly reduces the caster's movement speed while increasing allies’ magic attack, critical damage, and attack. Cannot be used with other auras at the same time.","Casts an aura that greatly reduces the caster's movement speed while increasing allies’ magic attack, critical damage, and attack. Cannot be used with other auras at the same time."
PROPSKILL_TXT_150500,Casts an aura that reduces movement speed but increases allies’ defense and block rate.,Casts an aura that reduces movement speed but increases allies’ defense and block rate.
PROPSKILL_TXT_150501,Casts an aura that reduces the caster's movement speed while increasing allies’ magic attack and critical damage.,Casts an aura that reduces the caster's movement speed while increasing allies’ magic attack and critical damage.
PROPSKILL_TXT_150502,"Casts an aura that greatly reduces movement speed but increases allies’ damage reduction, critical resistance, and element resistance. Cannot be used with other auras at the same time.","Casts an aura that greatly reduces movement speed but increases allies’ damage reduction, critical resistance, and element resistance. Cannot be used with other auras at the same time."
PROPSKILL_TXT_150503,Casts an aura that greatly reduces movement speed but increases allies’ damage reduction and critical resistance. Cannot be used with other auras at the same time.,Casts an aura that greatly reduces movement speed but increases allies’ damage reduction and critical resistance. Cannot be used with other auras at the same time.
PROPSKILL_TXT_150504,Sacrifice,Sacrifice
PROPSKILL_TXT_150505,"Consume HP to grant a shield to party members proportional to your HP. If used while a hymn is active, the shield amount is increased by up to 15%.","Consume HP to grant a shield to party members proportional to your HP. If used while a hymn is active, the shield amount is increased by up to 15%."
PROPSKILL_TXT_150506,Meaning of Sacrifice,Meaning of Sacrifice
PROPSKILL_TXT_150507,Greater sacrifice for greater shields.,Greater sacrifice for greater shields.
PROPSKILL_TXT_150508,Sacrifice of Sharing,Sacrifice of Sharing
PROPSKILL_TXT_150509,Gain shields yourself as well.,Gain shields yourself as well.
PROPSKILL_TXT_150510,Increased MP/FP Recovery,Increased MP/FP Recovery
PROPSKILL_TXT_150511,Hammer of Judgement,Hammer of Judgement
PROPSKILL_TXT_150512,"Summon a hammer from the skies, leaving a damaging area behind.","Summon a hammer from the skies, leaving a damaging area behind."
PROPSKILL_TXT_150513,Justice Hammer,Justice Hammer
PROPSKILL_TXT_150514,Sanctuary Area,Sanctuary Area
PROPSKILL_TXT_150515,Entangling Roots,Entangling Roots
PROPSKILL_TXT_150516,Grasping Roots,Grasping Roots
PROPSKILL_TXT_150517,Stranglethorns,Stranglethorns
PROPSKILL_TXT_150518,Nature's Grasp,Nature's Grasp
PROPSKILL_TXT_150519,"Fire a root in front of you, binding the first enemy hit in place. If the enemy bound is affected by Stone Pillar or Swampy Area, they are Petrified, increasing the magic damage they receive and reducing the physical damage they receive, and stunning them.","Fire a root in front of you, binding the first enemy hit in place. If the enemy bound is affected by Stone Pillar or Swampy Area, they are Petrified, increasing the magic damage they receive and reducing the physical damage they receive, and stunning them."
PROPSKILL_TXT_150520,Stigma I,Stigma I
PROPSKILL_TXT_150521,Increased Stigma,Increased Stigma
PROPSKILL_TXT_150522,"Swift piercing attack on a single target in a straight line. Applies a stack of Stigma. If used on a target with 5 Stigma stacks, the attack will piercing all enemies.","Swift piercing attack on a single target in a straight line. Applies a stack of Stigma. If used on a target with 5 Stigma stacks, the attack will piercing all enemies."
PROPSKILL_TXT_150523,Stigma II,Stigma II
PROPSKILL_TXT_150524,Increased Targets,Increased Targets
PROPSKILL_TXT_150525,"Launch a chain of blades towards your target which binds onto them, spinning and attacking enemies around them, then chaining to another nearby target. Has a chance to apply a stack of Stigma. If used on a target with 5 stacks, will steal HP through hits.","Launch a chain of blades towards your target which binds onto them, spinning and attacking enemies around them, then chaining to another nearby target. Has a chance to apply a stack of Stigma. If used on a target with 5 stacks, will steal HP through hits."
PROPSKILL_TXT_150526,Stigma III,Stigma III
PROPSKILL_TXT_150527,"Slam down on the target with both of your weapons, dealing damage around them. Applies a stack of Stigma. If used on a target with 5 stacks of Stigma, they will be silenced.","Slam down on the target with both of your weapons, dealing damage around them. Applies a stack of Stigma. If used on a target with 5 stacks of Stigma, they will be silenced."
PROPSKILL_TXT_150528,Petrify,Petrify
PROPSKILL_TXT_150529,"You are immobilized, physical damage taken is reduced, while magical damage taken is increased.","You are immobilized, physical damage taken is reduced, while magical damage taken is increased."
PROPSKILL_TXT_150530,Earthen Fortitude,Earthen Fortitude
PROPSKILL_TXT_150531,Petrifying an enemy using Entangling Roots will grant you with bonuses.,Petrifying an enemy using Entangling Roots will grant you with bonuses.
PROPSKILL_TXT_150532,Stigma,Stigma
PROPSKILL_TXT_150533,Reduced Penalty,Reduced Penalty
PROPSKILL_TXT_150534,Critical Chance penalty is reduced.,Critical Chance penalty is reduced.
PROPSKILL_TXT_150535,Full Charge Time Decrease,Full Charge Time Decrease
PROPSKILL_TXT_150536,Your movement speed is also increased.,Your movement speed is also increased.
PROPSKILL_TXT_150537,Enemies hit by the aura have a chance to bleed.,Enemies hit by the aura have a chance to bleed.
PROPSKILL_TXT_150538,Extra damage when used on a burning target is increased.,Extra damage when used on a burning target is increased.
PROPSKILL_TXT_150539,"Ignite your target, dealing damage and burning them. If used on a burning target, the damage is reduced but the target is stunned. Burned enemies also hurt nearby enemies, but do not burn them.","Ignite your target, dealing damage and burning them. If used on a burning target, the damage is reduced but the target is stunned. Burned enemies also hurt nearby enemies, but do not burn them."
PROPSKILL_TXT_150540,Damage reduction when used on a burning target is reduced.,Damage reduction when used on a burning target is reduced.
PROPSKILL_TXT_150541,"Lock yourself in ice, becoming invulnerable and deal damage to surrounding enemies. You cannot use items or skills while frozen.","Lock yourself in ice, becoming invulnerable and deal damage to surrounding enemies. You cannot use items or skills while frozen."
PROPSKILL_TXT_150542,"Freeze your target in a water bubble, stealing health from them.","Freeze your target in a water bubble, stealing health from them."
PROPSKILL_TXT_150543,Stolen health is increased.,Stolen health is increased.
PROPSKILL_TXT_150544,"Conjure a gale of wind around yourself, increasing your movement speed and hurting nearby enemies. While in gale, hits have a chance to apply Suffocate stacks. If a target reaches 5 Suffocate stacks, they are stunned, slept, or paralyzed, at random.","Conjure a gale of wind around yourself, increasing your movement speed and hurting nearby enemies. While in gale, hits have a chance to apply Suffocate stacks. If a target reaches 5 Suffocate stacks, they are stunned, slept, or paralyzed, at random."
PROPSKILL_TXT_150545,Suffocate stack chance is increased.,Suffocate stack chance is increased.
PROPSKILL_TXT_150546,"You are suffocating. Once you reach 5 stacks, you will be slept, stunned, or paralyzed at random.","You are suffocating. Once you reach 5 stacks, you will be slept, stunned, or paralyzed at random."
PROPSKILL_TXT_150547,"Call upon a ball of lightning towards your target, which will chain to nearby enemies. Has a chance to Shock enemies hit. If the ball hits a shocked target, it will always do maximum damage.","Call upon a ball of lightning towards your target, which will chain to nearby enemies. Has a chance to Shock enemies hit. If the ball hits a shocked target, it will always do maximum damage."
PROPSKILL_TXT_150548,Shock chance is increased.,Shock chance is increased.
PROPSKILL_TXT_150549,"Become surrounded by storm clouds, periodically striking a nearby enemy with lightning. Lightning strikes always shock targets. Strikes that hit shocked targets always deal maximum damage.","Become surrounded by storm clouds, periodically striking a nearby enemy with lightning. Lightning strikes always shock targets. Strikes that hit shocked targets always deal maximum damage."
PROPSKILL_TXT_150550,Strike interval is shorter.,Strike interval is shorter.
PROPSKILL_TXT_150551,"Disrupt the ground, summoning a stone pillar which hurts enemies and lowers their movement speed. After the duration of the pillar, it explodes, dealing extra damage to nearby enemies.","Disrupt the ground, summoning a stone pillar which hurts enemies and lowers their movement speed. After the duration of the pillar, it explodes, dealing extra damage to nearby enemies."
PROPSKILL_TXT_150552,"Create a swamp at the selected area, slowing movement speed and dealing damage. Enemies in the swamp cannot use movement skills.","Create a swamp at the selected area, slowing movement speed and dealing damage. Enemies in the swamp cannot use movement skills."
PROPSKILL_TXT_150553,"Spawn a gust of wind that pushes back nearby enemies, increases magic resistance, and ranged block chance.","Spawn a gust of wind that pushes back nearby enemies, increases magic resistance, and ranged block chance."
PROPSKILL_TXT_150554,Roots will go through more enemies.,Roots will go through more enemies.
PROPSKILL_TXT_150555,"Roots will explode once they hit an enemy, dealing damage to them. Explosions have a chance to knock enemies down.","Roots will explode once they hit an enemy, dealing damage to them. Explosions have a chance to knock enemies down."
PROPSKILL_TXT_150556,Fire additional roots in a cone in front of you.,Fire additional roots in a cone in front of you.
PROPSKILL_TXT_150557,Increases your fire mastery.,Increases your fire mastery.
PROPSKILL_TXT_150558,Increases your water mastery.,Increases your water mastery.
PROPSKILL_TXT_150559,Increases your earth mastery.,Increases your earth mastery.
PROPSKILL_TXT_150560,Increases your electric mastery.,Increases your electric mastery.
PROPSKILL_TXT_150561,Increases your wind mastery.,Increases your wind mastery.
PROPSKILL_TXT_150562,The damage you take from burning enemies is decreased.,The damage you take from burning enemies is decreased.
PROPSKILL_TXT_150563,The damage you take from enemies affected by water skills is decreased.,The damage you take from enemies affected by water skills is decreased.
PROPSKILL_TXT_150564,The damage you take from enemies with Suffocate stacks is decreased.,The damage you take from enemies with Suffocate stacks is decreased.
PROPSKILL_TXT_150565,The damage you take from Shocked enemies is decreased.,The damage you take from Shocked enemies is decreased.
PROPSKILL_TXT_150566,"When enemies are petrified from Entangling Roots, your defense and melee block rate are increased.","When enemies are petrified from Entangling Roots, your defense and melee block rate are increased."
PROPSKILL_TXT_150567,Probability is increased.,Probability is increased.
PROPSKILL_TXT_150568,Slowing effect is increased.,Slowing effect is increased.
PROPSKILL_TXT_150569,Silence chance is increased.,Silence chance is increased.
PROPSKILL_TXT_150570,Skill duration when fully charged is increased.,Skill duration when fully charged is increased.
PROPSKILL_TXT_150571,Mutation chance when fully charged is 100%.,Mutation chance when fully charged is 100%.
PROPSKILL_TXT_150572,Charging time is decreased.,Charging time is decreased.
PROPSKILL_TXT_150573,Damage against enemies with Disable type debuffs is increased.,Damage against enemies with Disable type debuffs is increased.
PROPSKILL_TXT_150574,Damage against enemies with Weaken type debuffs is increased.,Damage against enemies with Weaken type debuffs is increased.
PROPSKILL_TXT_150575,Damage taken from enemies with debuffs is decreased.,Damage taken from enemies with debuffs is decreased.
PROPSKILL_TXT_150576,"When fully charged, target will be slept.","When fully charged, target will be slept."
PROPSKILL_TXT_150577,"A blast of hellfire shoots in front of you, dealing tick damage while burning enemies in the line of fire.","A blast of hellfire shoots in front of you, dealing tick damage while burning enemies in the line of fire."
PROPSKILL_TXT_150578,The hymn's effects are increased.,The hymn's effects are increased.
PROPSKILL_TXT_150579,Healing is increased.,Healing is increased.
PROPSKILL_TXT_150580,The skill also heals MP and FP on allies.,The skill also heals MP and FP on allies.
PROPSKILL_TXT_150581,Grants stun immunity for the duration of the buff.,Grants stun immunity for the duration of the buff.
PROPSKILL_TXT_150582,Grants resistance to damage over time effects during the duration of the buff.,Grants resistance to damage over time effects during the duration of the buff.
PROPSKILL_TXT_150583,Leaves a healing area behind.,Leaves a healing area behind.
PROPSKILL_TXT_150584,Consume more of your health to grant more shields to allies.,Consume more of your health to grant more shields to allies.
PROPSKILL_TXT_150585,Hurricane,Hurricane
PROPSKILL_TXT_150586,The skill's maximum targets is increased.,The skill's maximum targets is increased.
PROPSKILL_TXT_150587,Critical Resistance,Critical Resistance
PROPSKILL_TXT_150588,Increases critical resistance.,Increases critical resistance.
PROPSKILL_TXT_150589,Speed Reduction,Speed Reduction
PROPSKILL_TXT_150590,Target's movement speed is reduced.,Target's movement speed is reduced.
PROPSKILL_TXT_150591,Skill scaling is improved.,Skill scaling is improved.
PROPSKILL_TXT_150592,Maximum number of stacks is increased to 8 at maximum level.,Maximum number of stacks is increased to 8 at maximum level.
PROPSKILL_TXT_150593,Death's Rush,Death's Rush
PROPSKILL_TXT_150594,The God of Death gazes upon you.,The God of Death gazes upon you.
PROPSKILL_TXT_150595,Infusion,Infusion
PROPSKILL_TXT_150596,"Infuse any elemental skills you use with your weapon's applied element, overriding the skill's element.","Infuse any elemental skills you use with your weapon's applied element, overriding the skill's element."
PROPSKILL_TXT_150597,Intelligent Scaling,Intelligent Scaling
PROPSKILL_TXT_150598,Skill scales with INT instead of STA.,Skill scales with INT instead of STA.
PROPSKILL_TXT_150599,Reduced Penalty,Reduced Penalty
PROPSKILL_TXT_150600,Attack penalty is reduced.,Attack penalty is reduced.
PROPSKILL_TXT_150601,Reduced Duration,Reduced Duration
PROPSKILL_TXT_150602,Skill duration is reduced.,Skill duration is reduced.
PROPSKILL_TXT_150603,Improved Scaling,Improved Scaling
PROPSKILL_TXT_150604,"Skill damage scaling is improved, but cooldown is increased.","Skill damage scaling is improved, but cooldown is increased."
PROPSKILL_TXT_150605,"Base damage is increased, but scaling is reduced.","Base damage is increased, but scaling is reduced."
PROPSKILL_TXT_150606,Increased Lifesteal,Increased Lifesteal
PROPSKILL_TXT_150607,Health stolen in enhanced effect is increased by 10%.,Health stolen in enhanced effect is increased by 10%.
PROPSKILL_TXT_150608,Chance to gain an extra Stigma stack.,Chance to gain an extra Stigma stack.
PROPSKILL_TXT_150609,Nen Release,Nen Release
PROPSKILL_TXT_150610,Remove all your Nen stacks at a cost of power.,Remove all your Nen stacks at a cost of power.
PROPSKILL_TXT_150611,Divinecross,Divinecross
PROPSKILL_TXT_150612,"Curse your target with divine power, recording the highest hit taken and replicating up to 75% of it upon expiry. This debuff can be expired early if pressed again.","Curse your target with divine power, recording the highest hit taken and replicating up to 75% of it upon expiry. This debuff can be expired early if pressed again."
