Key,English,Thai
PROPQUEST_SCENARIO_INC_002611,Collect 20 Syliaca DNA.,เก็บ 20 Syliaca DNA.
PROPQUEST_SCENARIO_INC_002612,The Hidden Cavern,The Hidden Cavern
PROPQUEST_SCENARIO_INC_002613,"If the water from the flood continues to affect the masquerpets in the Cave of Envy, soon they may become too strong for our forces to overcome. We must find the broken wall and see if a repair is possible.",ถ้าน้ำที่ท่วมมีผลกับพวก masquerpets ใน Cave of Envy ไปเรื่อย ๆ ล่ะก็ มันอาจจะแข็งแกร่งเกินกว่าที่พวกเราจะทำอะไรได้ เราต้องรีบหากำแพงที่แตกและรีบซ่อมมันโดยเร็ว
PROPQUEST_SCENARIO_INC_002614,The hole must be near the Syliaca... find it and determine if the damage is reparable.,รูนั่นต้องอยุ่ใกล้ ๆ Syliaca ลองไปหาดูและตรวจสอบว่ามันจะซ่อมได้หรือเปล่า
PROPQUEST_SCENARIO_INC_002615,"If we leave the break in the walls of the Cave of Envy for too long, this situation will become an even bigger disaster.",ถ้าเราปล่อยให้รอยแตกของผนัง Cave of Envy อยู่นานเกินไปล่ะก็ สถานะการ์ณมันจะยิ่งกลายเป็นหายนะที่ยิ่งใหญ่เกินไป
PROPQUEST_SCENARIO_INC_002616,"So behind the wall seems to be a large, ornate cavern... What has Lapranche opened up to the world!?",หลังกำแพงนั้นดูเหมือนจะเป็นถ้ำวิหารขนาดใหญ่สินะ อะไรที่ Lapranche พามาสู่โลกเรากันแน่
PROPQUEST_SCENARIO_INC_002617,Find the damaged wall in the Cave of Envy.,หากำแพงที่เสียหายใน Cave of Envy
PROPQUEST_SCENARIO_INC_002618,Search for the damaged wall in the Cave of Envy.,หากำแพงที่เสียหายใน Cave of Envy
PROPQUEST_SCENARIO_INC_002619,Something Fishy,Something Fishy
PROPQUEST_SCENARIO_INC_002620,Thank you for finding the break in the wall... I have sent a guard to prevent unsuspecting travelers from entering the cavern.,ขอบคุณเจ้ามากที่หารอยแตกในกำแพงเจอ ข้าส่งการ์ดไปป้องกันที่คนไม่รู้เรื่องเข้าไปสู่ถ้ำแล้ว
PROPQUEST_SCENARIO_INC_002621,I believe our next step will be to explore the cavern and see what Lapranche has unleashed upon us...,ข้าเชื่อว่าขั้นต่อไปของพวกเราคือการสำรวจถ้ำและดูว่า Lapranche ได้ปลดปล่อยอะไรมาบ้าง
PROPQUEST_SCENARIO_INC_002622,Please travel back to the cavern and speak with the guard out front for your next assignment.,โปรดเดินทางกลับไปที่ถ้ำและคุยกับการ์ดและที่ด้านหน้าและดูว่าอะไรที่เจ้าจะได้รับมอบหมายต่อไป
PROPQUEST_SCENARIO_INC_002623,Oh... is there another assignment you are tied up with already?,โอ้...เจ้าได้รับมอบหมายเรื่องอื่นอยู่ก่อนแล้วรึ?
PROPQUEST_SCENARIO_INC_002624,"Hello there, I was expecting you.",สวัสดี ข้ากำลังรอเจ้าอยุ่เลย
PROPQUEST_SCENARIO_INC_002625,Seek out the guard in front of the Envy Depths.,ไปพบกับการ์ดที่ด้านหน้าของ Envy Depths.
PROPQUEST_SCENARIO_INC_002626,Meet with the guard outside the Envy Depths.,พบกับการ์ดหน้า Envy Depths
PROPQUEST_SCENARIO_INC_002627,Envy Depths Part 3,Envy Depths Part 3
PROPQUEST_SCENARIO_INC_002628,Growing Gills,Growing Gills
PROPQUEST_SCENARIO_INC_002629,"After being assigned to my post here in the Cave of Envy, I've witnessed dozens of Syliaca enter the waters of the cavern behind me. If what the mayor said is true... those Syliaca may have grown into something much stronger by now. An investigation is in order.",หลังจากที่ข้าได้รับมอบหมายให้มาประจำที่ Cave of Envy ข้าได้เห็น Syliaca ฝูงนึงเข้าไปยังน้ำที่อยู่ในถ้ำข้างหลังข้านี่ ถ้าเรื่องที่นายกเทศมนตรีพูดมาเป็นเรื่องจริงล่ะก็ Syliaca น่าจะกลายเป็นอะไรที่แข็งแกร่งยิ่งกว่าเดิมมากแล้ว ตอนนี้อยู่ระหว่างการตรวจสอบกันอยู่
PROPQUEST_SCENARIO_INC_002630,Head inside the cavern behind me and find out what have happened to the Syliaca.,เข้าไปในถ้ำด้านหลังข้า และหาว่าเกิดอะไรขึ้นกันแน่กับ Syliaca
PROPQUEST_SCENARIO_INC_002631,You seem strong enough to handle a few empowered Syliaca... but maybe not.,เจ้าดูจะแข็งแกร่งพอที่จะต่อกรกับ Syliaca ที่ถูกเสริมพลังขึ้นมา....แต่ก็อาจจะไม่
PROPQUEST_SCENARIO_INC_002632,Very interesting... so the Syliaca have turned into Overgrown Sharks after ingesting the cavern's magic waters. I am curious what else may be living within the cavern...,น่าสนใจนัก Syliaca ได้กลายเป็น Overgrown Sharks หลังจากได้กินน้ำเวทมนต์ในถ้ำนั่นเข้าไป ข้าสงสัยจริง ๆ ว่ายังมีอะไรอยู่ในถ้ำนั้นอีก
PROPQUEST_SCENARIO_INC_002633,Find out what have become of the Syliaca that entered the cavern.,ออกค้นหาว่าเกิดอะไรขึ้นกับ Syliaca ที่เข้าไปในถ้ำ
PROPQUEST_SCENARIO_INC_002634,Kill 25 Overgrown Shark.,จัดการ 25 Overgrown Shark
PROPQUEST_SCENARIO_INC_002635,Poor Unfortunate Souls,Poor Unfortunate Souls
PROPQUEST_SCENARIO_INC_002636,"With the Overgrown Sharks out of the way, you can find out what lies deeper within the cavern.",เมื่อ Overgrown Shark ถูกกำจัดไปหมดแล้ว คุณสามารถค้นหาต่อได้แล้วว่าเกิดอะไรขึ้นในถ้ำที่ลึกลงไปอีก
PROPQUEST_SCENARIO_INC_002637,Go back inside the cavern and seek out what caused the Cave of Envy to flood.,กลับเข้าไปในถ้ำเพื่อดูว่าอะไรเป็นสาเหตุของน้ำท่วมใน Cave of Envy
PROPQUEST_SCENARIO_INC_002638,"Don't give up now, you've nearly figured out the secret to this cave.",อย่าเพิ่งยอมแพ้ตอนนี้เจ้าใกล้จะรู้ความลับที่เกิดขึ้นในถ้ำแล้ว
PROPQUEST_SCENARIO_INC_002639,It's incredible that life has been hidden here this whole time! It's a shame the Mermaid Beauties were so vicious. Likely influenced by the magical waters just as the Syliaca were.,มันสุดยอดมากที่มีชีวิตที่ซ่อนอยู่ตรงนี้มาตลอดเวลา มันแย่ไปหน่อยที่ Mermaid Beauties ดุร้ายมาก เหมือนมันจะได้รับผลมาจากน้ำเวทย์มนต์แบบเดียวกับที่ Syliaca ได้รับ
PROPQUEST_SCENARIO_INC_002640,Go deeper into the cavern.,ไปในถ้ำให้ลึกเข้าไปอีก
PROPQUEST_SCENARIO_INC_002641,Kill 25 Mermaid Beauty.,กำจัด 25 Mermaid Beauty
PROPQUEST_SCENARIO_INC_002642,Call of the Siren,Call of the Siren
PROPQUEST_SCENARIO_INC_002643,I am curious if additional life lives within the cavern. Sadly whatever remains in the tainted waters has likely gone feral by now. More samples from the masquerpets within may reveal the true nature of what this place represents.,ข้าล่ะสงสัยจริง ๆ ว่ายังมีสิ่งมีชีวิตอะไรเหลืออยู่ในถ้ำบ้าง แต่น่าเศร้าอะไรก็ตามที่อยู่ในนั้นคงถูกทำให้น้ำที่แปดเปื้อนนั้นทำให้ดุร้ายไปหมดแล้ว ตัวอย่างจำนวนมากจาก masquerpets ที่อยู่ในนั้นอาจจะแสดงให้เห็นว่าธรรมชาติจริง ๆ ของที่นั่นมันเป็นยังไง
PROPQUEST_SCENARIO_INC_002644,Go back inside the cavern and collect samples from any masquerpets that remain.,กลับไปข้างในถ้ำและเก็บตัวอย่างของ masquerpets อะไรก็ได้ที่เหลืออยู่
PROPQUEST_SCENARIO_INC_002645,There's no time to worry over what you may encounter... Trust in your own power.,มันไม่มีเวลามาคอยกังวลว่าจะต้องเจออะไรแล้ว...เชื่อมั่นในพลังของตัวเองเถอะ
PROPQUEST_SCENARIO_INC_002646,"Wow, these artifacts are pulsing with power! No normal being could handle something like this without becoming corrupted. It appears as if these artifacts have been present here for hundreds or thousands of years...",ว้าว อาร์ติแฟกต์ ชิ้นนี้เต็มไปด้วยพลัง ไม่มีสิ่งมีชีวิตธรรมดาที่ไหนที่จะจัดการสิ่งนี้ได้โดยไม่ถูกแปดเปื้อนหรอก มันเหมือนกับว่าอาร์ติแฟกต์ชิ้นนี้ได้อยู่ที่นี่มาเป็นร้อยเป็นพันปีแล้ว
PROPQUEST_SCENARIO_INC_002647,Collect samples from any remaining masquerpets that are in the cavern.,เก็บตัวอย่างจาก masquerpets อะไรก็ได้ที่เหลืออยู่ในถ้ำ
PROPQUEST_SCENARIO_INC_002648,Collect 20 Echo of Herness.,เก็บ 20 Echo of Herness
PROPQUEST_SCENARIO_INC_002649,Davy Jones' Locker,Davy Jones' Locker
PROPQUEST_SCENARIO_INC_002650,No wonder Lapranche released the powers hidden within the Envy Depths... She has certainly bought time to work towards her own goals while you deal with this.,ไม่น่าแปลกใจที่ Lapranche ปลดปล่อยพลังที่ซ่อนอยู่ใส่ Envy Depths เพราะหล่อนจะได้มีเวลาทำสิ่งที่ต้องการในขณะที่เจ้าต้องมาจัดการสิ่งนี้
PROPQUEST_SCENARIO_INC_002651,I believed the masquerpets that you gathered samples from were the last remaining creatures within the cavern... but certainly you hear the roar coming from within the cavern now?,ข้าเชื่อว่า masquerpets ที่เจ้าเก็บตัวอย่างมานั้นเป็นพวกสุดท้ายที่หลงเหลืออยุ่ในถ้ำแล้ว แต่เจ้าแน่ใจนะว่า เจ้ายังคงได้ยินเสียงคำรามออกมาจากถ้ำอยู่?
PROPQUEST_SCENARIO_INC_002652,"Only the roar of a mighty creature emanates the cavern now... Slay whatever beast is within. If you survive, deliver a report of your victory to the Mayor of Darken City.",มีแต่เสียงคำรามของสัตว์ที่ทรงพลังเท่านั้นที่อยู่ในถ้ำตอนนี้ จัดการอะไรก็ตามที่อยุ่ข้างใน ถ้าเจ้ารอดมาได้ กลับไปรายงานชัยชนะของเจ้าให้นายกเทศมนตรีของ Darken City ทราบ
PROPQUEST_SCENARIO_INC_002653,That roar is terrifying... steel your emotions and return to me when you are ready to find out what it is.,เสียงคำรามนี่น่าสะพรึงจริง ๆ ทำจิตใจของเจ้าให้แข็งเข้าไว้และกลับมาหาข้าเมื่อเจ้าพร้อมจะค้นหาว่ามันคืออะไร
PROPQUEST_SCENARIO_INC_002654,So all along the sealed chamber was an altar to an ancient being... I suppose the myths of the water god Herness may be more than a myth after all.,สรุปแล้วห้องที่ถูกผนึกไว้ มันคือแทนบูชาของสิ่งมีชีวิตโบราณ ข้าว่าเรื่องเล่าเกี่ยวกับ Herness เทพแห่งน้ำคงไม่ใช่แค่เรื่องเล่าแล้วสินะ
PROPQUEST_SCENARIO_INC_002655,"Well, with the Great Kraken defeated at least the danger that Lapranche brought to our feet has ended... for now.",เอาล่ะในเมื่อ Great Kraken ถูกกำจัดลงแล้วอย่างน้อยอันตรายที่ Lapranche นำมาสู่พวกเราก็จบลงแล้ว...สำหรับตอนนี้
PROPQUEST_SCENARIO_INC_002656,I congratulate you on making it out of there alive. Expect the repercussions of releasing Lapranche to be upon us one day though...,ข้ายินดีกับเจ้าด้วยที่กลับมาทั้ง ๆ ที่ยังมีชีวิตอยู่ แต่ผลกระทบของการปล่อย Lapranche ออกมานั้นจะต้องส่งผลถึงพวกเราซักวันแน่นอน
PROPQUEST_SCENARIO_INC_002657,Head inside the Envy Depths and eliminate whatever is causing that awful noise.,มุ่งหน้าเข้าสู่ Envy Depths และกำจัดอะไรก็ตามที่ทำให้เกิดเสียงที่น่ากลัวนี้ซะ
PROPQUEST_SCENARIO_INC_002658,Kill the Great Kraken.,กำจัด Great Kraken
PROPQUEST_SCENARIO_INC_002659,The Twisted Sanctuary Part 1,The Twisted Sanctuary Part 1
PROPQUEST_SCENARIO_INC_002660,Bear's Endurance,Bear's Endurance
PROPQUEST_SCENARIO_INC_002661,There has been a disturbance in the flow of Madrigal's magic lately... I've heard rumors that an unsuspecting adventurer released the Black Magician from their prison. ,กระแสเวทย์มนต์ของ Madrigal ถูกรบกวนอยู่ในช่วงนี้ ข้าได้ยินข่าวลือว่ามีนักผจญภัยบางคนได้ปล่อย Black Magician ออกมาจากที่คุมขัง
PROPQUEST_SCENARIO_INC_002662,"The current Black Magician named Lapranche is also sometimes known as the Purple Magician. She has an incredible power that is lost to all of today's magicians, including myself. Lapranche can summon the will of Shade to cast Purple Magic, recreating parts of the world in Shade's image.",Black Magician คนปัจจุบันชื่อว่า Lapranche หรือที่รุ้จักกันว่า Purple Magician หล่อยทรงพลังอย่างมากและไม่มีนักเวทย์คนไหนมีพลังขนาดนั้นในปัจจุบัน รวมทั้งตัวข้า Lapranche สามารถเรียก เจตนารมณ์แห่ง Shade เพื่อร่าย Purple Magic และโลกส่วนนึงขึ้นมากจากภาพของ Shade
PROPQUEST_SCENARIO_INC_002663,"As of now we stand no chance in a battle with Lapranche... even I have grown too weak to defeat her, my former pupil. She is certainly in a weakened state, so there is time to prepare. Expect Lapranche to bide her time by causing choas around Madrigal. For now we must build our strength.",ณ ตอนนี้เราไม่มีโอกาสต่อสู้ชนะกับ Lapranche ได้เลย แม้แต่ตัวข้าเองก็เริ่มที่จะอ่อนแอเกินกว่าที่จะจัดการหล่อน ผู้ซึ่งเคยเป็นลูกศิษย์ข้าได้ แต่ตอนนี้ Lapranche ยังอยู่ในภาพที่ไม่เต็มร้อย ฉะนั้นเรายังคงมีเวลาเตรียมตัว เจ้าคิดไว้ได้เลยว่า Lapranche จะสร้างความวุ่นวายรอบๆ Madrigal เพื่อถ่วงเวลา ตอนนี้เราเองก็ต้องเสริมกำลังของเราให้แข็งแกร่งเช่นกัน
PROPQUEST_SCENARIO_INC_002664,"Before we move forward with the plan... I need you to prove that you are strong enough to fend for yourself. Bring me 50 Bearnerky Fang, then we can move forward with preparations.",ก่อนที่เราจะเริ่มต้นแผนการ ข้าต้องให้เจ้าพิสูจน์ตัวเองก่อนว่าเจ้าแข็งแกร่งพอที่จะป้องกันตัวเอง นำ 50 Bearnerky Fang มาให้ข้า แล้วเราค่อยมาเตรียมตัวขั้นต่อไปกัน
PROPQUEST_SCENARIO_INC_002665,"If we are not prepared, Lapranche could unleash evil more terrible than us mortals could ever hope to face.",ถ้าเราไม่เตรียมตัวให้พร้อม Lapranche อาจจะปล่อยปีศาจที่น่ากลัวมากกว่าที่เราเคยคิดกันไว้อีก
PROPQUEST_SCENARIO_INC_002666,I hope you understand my hesitance... the power of Purple Magic is nothing to play with. We may start work on the plan now.,ถ้าเจ้าอยากจะเข้าใจว่าทำไมข้าถึงลังเล พลังของ Purple Magic ไม่ใช่อะไรที่ควรจะไปเล่นด้วย เราควรจะต้องเริ่มทำตามแผนกันเลย
PROPQUEST_SCENARIO_INC_002667,Go defeat Bearnerky until you have collected 50 Bearnerky Fang.,ไปกำจัด Bearnerky จนกว่าเจ้าจะเก็บ 50 Bearnerky Fang ได้ครบ
PROPQUEST_SCENARIO_INC_002668,Collect 50 Bearnerky Fang.,เก็บ 50 Bearnerky Fang
PROPQUEST_SCENARIO_INC_002669,Brother in Arms,Brother in Arms
PROPQUEST_SCENARIO_INC_002670,"There is no hope in standing against Lapranche on our own. We must build an army of warriors, ensuring each is equipped with the weapons and armor needed to succeed.",มัน แทบจะไม่มีหวังที่จะต่อต้าน Lapranche ได้ด้วยตัวพวกเราเองเลย เราต้องรวบรวมเหล่านักรบ และมั่นใจว่าทุกคนมีอาวุธและชุดเกราะที่พร้อมสำหรับความสำเร็จแล้ว
PROPQUEST_SCENARIO_INC_002671,"In the Deadwallderness lives a smelter who has experience with unique requests. Tell Nein of our plan, and see what help he can offer.",ใน Deadwallderness มีนักถลุงแร่ที่เคยได้รับคำขอพิเศษ ๆ มากมาย บอก Nein ถึงแผนของพวกเรา และดูว่าเขาจะช่วยอะไรพวกเราได้บ้าง
PROPQUEST_SCENARIO_INC_002672,"*Scoff* What, will you smelt the materials for equipment all on your own?",*แค่ก* อะไร? เจ้าจะหลอมวัตถุดิบทั้งหมดเพื่อทำเครื่องสวมใส่เองทั้งหมดเลย?
PROPQUEST_SCENARIO_INC_002673,"So there's trouble... Well if Laola has sent you, I am much obliged to help if I can.",มันค่อนขางเอาเรื่องอยู่เหมือนกัน แต่ถ้า Laola ได้ส่งเจ้ามา ข้าก็จำเป็นที่จะต้องช่วยถ้าข้าทำได้
PROPQUEST_SCENARIO_INC_002674,"Find Nein in the Deadwallderness, and see what he requires to help us equip an army.",หาตัว Nein ใน Deadwallderness และดูว่าเขาต้องการอะไรบ้างในการที่จะช่วยกองทัพเรามีอุปกรณ์พร้อม
PROPQUEST_SCENARIO_INC_002675,Speak with Nein.,คุยกับ Nein
PROPQUEST_SCENARIO_INC_002676,Tough as Steel,Tough as Steel
PROPQUEST_SCENARIO_INC_002677,"Based on Laola's instructions, you'll need to help me gather enough metal scraps for a small army... That might take a while.",จากคำแนะนำของ Laola เจ้าต้องช่วยข้าเก็บเศษโลหะให้พอสำหรับกองทัพเล็ก ๆ มันคงต้องใช้เวลาซักพักเลย
PROPQUEST_SCENARIO_INC_002678,"To get started on the crafting materials for an army of armor, collect 200 of the Muffrin's metal buckets.",เพื่อที่จะเริ่มต้นการสร้างวัตถุดิบสำหรับเกราะให้กองทัพ ไปเก็บ 200 Muffrin's metal buckets มา
PROPQUEST_SCENARIO_INC_002679,Finding the right metals will be difficult on your own...,หาโลหะให้ถูกชนิดก็เป็นงานยากสำหรับเจ้าอยู่แล้ว
PROPQUEST_SCENARIO_INC_002680,Thank you for your efforts. I know gathering this much metal must have taken a toll on you.,ขอบคุณสำหรับความพยายามของเจ้า ข้ารุ้ดีว่าการไปเก็บโลหะมามากขนาดนี้ทำให้เจ้าลำบากไม่ใช่น้อย
PROPQUEST_SCENARIO_INC_002681,Collect 200 buckets from the Muffrins that roam the Deadwallderness.,เก็บ 200 Bucket จาก Muffrins ที่เร่ร่อนอยู่รอบ Deadwallderness.
PROPQUEST_SCENARIO_INC_002682,Collect 200 Muffrin Bucket.,เก็บ 200 Muffrin Bucket
PROPQUEST_SCENARIO_INC_002683,High Quality Goods,High Quality Goods
PROPQUEST_SCENARIO_INC_002684,Smelting all this metal down for use will take a while. You may want to find an armorsmith to determine what else will be needed until I finish my work.,หลอมโลหะทั้งหมดนี่มันจะใช้เวลาซักพัก เจ้าน่าจะต้องไปหาช่างทำเกราะเพื่อจะได้ตัดสินใจว่าอะไรอีกที่จำเป็นจนกว่าข้าจะเสร็จงานทั้งหมด
PROPQUEST_SCENARIO_INC_002685,Out in the Village of Kan there is a talented craftsman named Chenbing Khan who can guide you further.,ที่ หมู่บ้าน Kan มีช่างฝีมือมีพรสวรรค์ชื่อ Chenbing Khan ที่จะสามารถแนะนำเจ้าได้
PROPQUEST_SCENARIO_INC_002686,"Well you could just wait here... but time is ticking, better to get other tasks out of the way.",เจ้าจะรออยู่ก่อนก็ได้ แต่ว่าเวลาไม่เคยคอยใคร ทางที่ดีเจ้ารีบไปทำงานอื่นในระหว่างรอดีกว่า
PROPQUEST_SCENARIO_INC_002687,"It's nice Nein thinks enough of me to send you my way. I run a humble armor shop here in my village, and know all the secrets of how to improve simple weapons into deadly munitions.",มันดีมากที่ Nein ยังคงนึกถึงข้าพอที่จะส่งเจ้ามาหา ข้าแค่เปิดร้านเกราะเล็ก ๆ ที่หมู่บ้านแห่งนี้ และข้าก็รู้ความลับของการเปลี่ยนอาวุธธรรมดาให้กลายเป็นอาวุธอันตรายได้
PROPQUEST_SCENARIO_INC_002688,Go find Chenbing in the Village of Kan and give him a hand collecting crafting materials.,ไปให้ Chenbing ที่ หมู่แบ่งแห่ง Kan และไปช่วยเขาเก็บวัตถุดิบให้ครบ
PROPQUEST_SCENARIO_INC_002689,Speak with Chenbing.,คุยกับ Chenbing
PROPQUEST_SCENARIO_INC_002690,The Twisted Sanctuary Part 2,The Twisted Sanctuary Part 2
PROPQUEST_SCENARIO_INC_002691,Gotta Catch Them All,Gotta Catch Them All
PROPQUEST_SCENARIO_INC_002692,"We won't be able to craft any armor until Nein has completed smelting the Muffrin's buckets into something suitable. But once Nein is complete, we will need several materials only found from rare creatures known as Catchers.",เราจะยังไม่สามารถสร้างเกราะอะไรได้จนกว่า Nein จะหลอม Muffrin's buckets เป็นสิ่งที่เหมาะสมเสร็จเสียก่อน แต่เมื่อ Nein ทำสำเร็จแล้ว เราจะต้องการวัตถุดิบบางอย่างที่พบได้จาก สัตว์หายากที่รู้จักชื่อกันว่า Catchers
PROPQUEST_SCENARIO_INC_002693,"Catchers can be found all over Madrigal, but luckily for you all the most common catchers appear in Darkon 3. Collect 500 of each Catcher's material, then head back to Nein to collect the smelted metal.",สามารถพบ Catchers ได้ทั่วไปรอบ ๆ Madrigal แต่เจ้าโชคดีแล้วเพราะว่า Catchers ส่วนใหญ่จะพบที่ Darkon 3. เก็บวัตถุดิบแต่ละอย่างของ Catcher มา 500 อัน แล้วกลับไปหา Nein เพื่อรับโลหะที่หลอมแล้ว
PROPQUEST_SCENARIO_INC_002694,Collecting materials from Catchers is quite simple... I have a book on how to gather them in my tent if you need a reference.,เก็บวัตถุดิบจาก Catchers นั้นเป็นเรื่องค่อนข้างง่าย ข้ามีหนังสือเกี่ยวกับการเก็บพวกมันอยู่ในเต้นท์ ถ้าเจ้าต้องการข้อมูลอ้างอิงล่ะก็
PROPQUEST_SCENARIO_INC_002695,Perfect timing! I just finished smelting down all the metal into something of use.,มาได้เวลาเหมาะพอดี! ข้อเพิ่งหลอมเสร็จการหลอมโลหะทั้งหมดเป็นอะไรที่พร้อมใช้งานแล้ว
PROPQUEST_SCENARIO_INC_002696,"Catchers are rare, but Darkon 3 has them all. Keep looking, and make sure to equip your Collector weapon to harvest a Catcher after you defeat it.",Catchers นั้นค่อนข้างหายาก แต่ว่า Darkon 3 มีพวกมันทั้งหมด ลองมองหาต่อไปนะ แล้วก็ต้องแน่ใจว่าเจ้าสวมอาวุธของ Collector เพื่อที่จะได้เก็บของจาก Catcherได้หลังจากกำจัดมันแล้ว
PROPQUEST_SCENARIO_INC_002697,"Collect 500 Erons, Krasec, Mineral, and Guru.","เก็บ 500 Erons, Krasec, Mineral, และ Guru."
PROPQUEST_SCENARIO_INC_002698,Crafting an Army,สร้างกองกำลัง
PROPQUEST_SCENARIO_INC_002699,"With the smelting complete, it's time to craft an army's worth of armor!",เมื่อการหลอมเสร็จสิ้นแล้ว ถึงเวลาสร้างกองทัพที่เหมาะสมสำหรับเกราะเหล่านี้ล่ะ
PROPQUEST_SCENARIO_INC_002700,"Alright, head back to Chenbing. Work with him to start crafting the armor we'll need to win the battle against Lapranche!",เอาล่ะ มุ่งหน้ากลับไปยัง Chenbing ทำงานร่วมกับเขาเพื่อเริ่มสร้างเกราะที่เราต้องการเพื่อที่จะเอาชนะ Lapranche!
PROPQUEST_SCENARIO_INC_002701,Crafting is tough work. It's not for everybody.,การสร้างงานแบบนี้เป็นงานยาก มันไม่ใช่สิ่งที่ทุกคนทำได้
PROPQUEST_SCENARIO_INC_002702,"Well done, we have everything needed to bolster an army of adventurers against the Black Magician!",ทำได้ดีมาก เรามีทุกอย่างที่ต้องการเพื่อหนุนกองทัพนักผจญภัยของเราในการต่อกรกับ Black Magician!
PROPQUEST_SCENARIO_INC_002703,Head back to Chenbing to help craft armaments.,มุ่งหน้ากลับไป Chenbing เพื่อที่จะช่วยสร้างอาวุธยุทโธปกรณ์
PROPQUEST_SCENARIO_INC_002704,Meet with Chenbing.,พบกับ Chenbing
PROPQUEST_SCENARIO_INC_002705,A Loud Bang!,เสียงดังลั่น!
PROPQUEST_SCENARIO_INC_002706,Look at all this steel. We'll have an army up and running in no time!,ดูเหล็กกล้าพวกนี้สิ พวกเราจะมีกองทัพที่พร้อมในไม่ช้านี่หล่ะ
PROPQUEST_SCENARIO_INC_002707,"*BANG* Wha... What was that!? Perhaps the battle has already begun? Quickly, go speak with Loala to figure out what is going on!",อ...อะไรล่ะนั่น? การต่อสู้เริ่มขึ้นแล้วรึ? เร็วเข้า รีบไปคุยกับ Laola เพื่อดูว่าเกิดอะไรขึ้น!
PROPQUEST_SCENARIO_INC_002708,Just a while longer and we'll have enough armor to equip a proper militia!,อีกไม่นานพวกเราก็จะมีชุดเกราะมากพอสำหรับให้พวกทหารรับจ้างทุกคนแล้ว!
PROPQUEST_SCENARIO_INC_002709,Chenbing was smart to send you to me... surely you felt the tremors after that loud bang.,Chenbing ฉลาดมากที่ส่งเจ้ามาหาข้า แน่นอนว่าเจ้าคงรู้สึกถึงแรงสั่นสะเทือนที่มาจากเสียงดังนั่น
PROPQUEST_SCENARIO_INC_002710,Speak with Loala to find out what caused that loud noise.,คุยกับ Loala เพื่อหาว่าอะไรทำให้เกิดเสียงดังพวกนั้น
PROPQUEST_SCENARIO_INC_002711,Meet with Laola.,พบกับ Laola
PROPQUEST_SCENARIO_INC_002712,Shot Through the Heart,ยิ่งผ่านหัวใจ
PROPQUEST_SCENARIO_INC_002713,"A hole in the heart of the Guardiane Sanctuary has been torn asunder! Purple magic has ripped open a portal to a sad, twisted version of the once peaceful haven.",รูในหัวใจของ Guardiane Sanctuary ถูกกระฉากเป็นชิ้น ๆ แล้ว Purple magic ได้ฉากกระฉากและเปิดประตูไปสู่ความเศร้า และเป็นอีกรุปแบบของสวรรค์ที่สงบสุข
PROPQUEST_SCENARIO_INC_002714,"Reports show that all the inhabitants were killed and raised as bloodthirsty masquerpets... this is no doubt the doing of Lapranche. She is causing chaos to bide time, just as we expected!",รายงานแสดงให้เห็นว่าผู้อยู่อาศัยทั้งหมดถูกฆ่าและปลุกขึ้นมาเป็น masquerpets ที่กระหายเลือด ไม่ต้องสงสัยเลยว่านี่เป็นสิ่งที่ Lapranche ทำ หล่อนทำเรื่องนี้เพื่อคอยถ่วงเวลาอย่างที่เราคิดกันไว้
PROPQUEST_SCENARIO_INC_002715,For now we must pause our preparations to deal with the twisted Guardiane Sanctuary.,เราต้องหยุดการเตรียมตัวของเราไว้ก่อนเพื่อจัดการกับ Guardiane Sanctuary ที่บิดเบี้ยว
PROPQUEST_SCENARIO_INC_002716,A guard has been posted out front of the portal... go speak with them. Prepare to clear out the Guardiane Sanctuary.,การ์ดยืนเฝ้าอยู่หน้า พอร์ทัล ไปคุยกับพวกเขา เตรียมตัวให้พร้อมเพื่อที่จะเข้าไป Guardiane Sanctuary
PROPQUEST_SCENARIO_INC_002717,"Are you really so weak as to run away from danger, after all you've done!?",นี่เจ้าอ่อนแอขนาดที่วิ่งหนีจากอันตรายทั้ง ๆ ที่ผ่านเรื่องทั้งหมดนี่มาแล้วน่ะนะ?
PROPQUEST_SCENARIO_INC_002718,Laola sent word of your arrival. The events that Lapranche have put into place are tragic... all the inhabitants of the Guardiane Sanctuary are dead. And yet... they live.,Laola ได้แจ้งมาแล้วว่าเจ้าจะมา เหตุการณ์ที่ Lapranche สร้างขึ้นที่นีมันเป็นโศกนาฏกรรม ชาวเมืองของ Guardiane Sanctuary ตายทั้งหมด แต่....ถูกทำให้ยังมีชีวิตอยู่..
PROPQUEST_SCENARIO_INC_002719,"Go find the guard posted outside the Guardiane Sanctuary portal, in the heart of Guardiane.",ออกไปหาการ์ดด้านนอกของ Guardiane Sanctuary พอร์ทัล ในใจกลางของ Guardiane
PROPQUEST_SCENARIO_INC_002720,Speak with the Guardiane Sanctuary guard.,พูดกับการ์ดของ Guardiane Sanctuary
PROPQUEST_SCENARIO_INC_002721,The Twisted Sanctuary Part 3,The Twisted Sanctuary Part 3
PROPQUEST_SCENARIO_INC_002722,A Potent Mist,A Potent Mist
PROPQUEST_SCENARIO_INC_002723,A horde of the dead have arisen inside the sanctuary... ,กองทัพคนตายได้เกิดขึ้นภายใน sanctuary...
