Key,English,German
PROPQUEST_SCENARIO_INC_002485,"Well... at least the airships are safe for now. I wonder why all the bad weather, though?","Nun, zumindest sind die Luftschiffe jetzt sicher. Ich frage mich allerdings, warum das ganze schlechte Wetter?"
PROPQUEST_SCENARIO_INC_002486,The storms lately have raged on for far too long! I have a feeling I know what has caused these storms.,"Die Stürme haben in letzter Zeit schon viel zu lange gewütet! Ich glaube, ich weiß, was diese Stürme verursacht hat."
PROPQUEST_SCENARIO_INC_002487,Find Gothante and see if he knows what is happening with the weather.,"Suche Gothante und finde heraus ob er weiß, was es mit dem Wetter auf sich hat. "
PROPQUEST_SCENARIO_INC_002488,Meet with Gothante.,Treffe Gothante.
PROPQUEST_SCENARIO_INC_002489,Ishirut's Return?,Ishirut's Rückkehr?
PROPQUEST_SCENARIO_INC_002490,Over many years our society has collected rare texts that reveal the history of the world of Madrigal. Eons ago a god of lightning helped create this world. That god was named Ishirut. ,"Über viele Jahre hinweg hat unsere Gesellschaft seltene Texte gesammelt, die die Geschichte der Welt von Madrigal offenbaren. Vor Äonen half ein Gott des Blitzes, diese Welt zu erschaffen. Dieser Gott wurde Ishirut genannt. "
PROPQUEST_SCENARIO_INC_002491,"Perhaps ripples of Ishirut's spirit have returned to give us a sign, but I have no connection to the gods. Perhaps this is work for a mystic of sorts.","Vielleicht sind Spuren des Geistes von Ishirut zurückgekehrt, um uns ein Zeichen zu geben, aber ich habe keine Verbindung zu den Göttern. Vielleicht ist das eine Arbeit für einen Mystiker oder so."
PROPQUEST_SCENARIO_INC_002492,"I believe that YaoRin of the MewMew people has the power to reveal the truth, but the MewMew clan are distrusting of most humans. Anyway, I recommend you go speak with YaoRin and see if they are willing to cooperate. They are our best chance at learning what the gods are up to.","Ich glaube, dass YaoRin vom MewMew-Volk die Macht hat, die Wahrheit zu enthüllen, aber der MewMew-Klan misstraut den meisten Menschen. Wie auch immer, ich empfehle dir, mit YaoRin zu sprechen und herauszufinden, ob sie zur Zusammenarbeit bereit sind. Sie sind unsere beste Chance zu erfahren, was die Götter vorhaben."
PROPQUEST_SCENARIO_INC_002493,"While a bit standoffish, the MewMew clan is not that scary...","Der MewMew-Clan ist zwar etwas zurückhaltend, aber nicht wirklich furchterregend."
PROPQUEST_SCENARIO_INC_002494,"*Hmmph* So you were sent by that man Gothante. Even so, I do not trust you one bit.",*Hmmph* Dieser Gothante hat dich also geschickt. Trotzdem traue ich dir nicht über den Weg.
PROPQUEST_SCENARIO_INC_002495,Find YaoRin in the MewMew camp just outside the walls of western Saint City.,Finde YaoRin im MewMew-Lager vor den Mauern von West Saint Morning.
PROPQUEST_SCENARIO_INC_002496,Speak to YaoRin.,Spreche mit YaoRin.
PROPQUEST_SCENARIO_INC_002497,Remnant of Ishirut Part 2,Überreste von Ishirut Teil 2
PROPQUEST_SCENARIO_INC_002498,YaoRin's Trust,YaoRin's Vertrauen
PROPQUEST_SCENARIO_INC_002499,"I see... you wish to see my powers of the mind. Well, the MewMew people are not very trusting of outsiders.","Verstehe... Du willst meine Geistesgaben sehen. Nun, die MewMew-Leute sind nicht sehr vertrauensvoll gegenüber Außenstehenden."
PROPQUEST_SCENARIO_INC_002500,"If you really want to have a fortune read you will need permission from the leader of the MewMew clan, Locku. Before I will allow you to speak to Locku, you must prove yourself to me.","Wenn du wirklich etwas über die Zukunft erfahren willst, brauchst du die Erlaubnis des Anführers des MewMew-Clans, Locku. Bevor ich dir erlaube, mit Locku zu sprechen, musst du dich mir gegenüber beweisen."
PROPQUEST_SCENARIO_INC_002501,"Prove your worth by bringing me the Hearts of Red Otem who reside in the Iblis Dungeon. If you can do that, then I will let you speak with our leader.","Beweise dich, indem du mir die Hearts of the Red Totem bringst, die sich im Ivillis Dungeon aufhalten. Wenn du das schaffst, dann werde ich dich mit unserem Anführer sprechen lassen."
PROPQUEST_SCENARIO_INC_002502,If you cannot do a simple task then you are not worthy of to speak to the MewMew clan leader...,"Wenn du nicht einmal eine einfache Aufgabe erledigen kannst, bist du es nicht wert, mit dem MewMew-Clanführer zu sprechen."
PROPQUEST_SCENARIO_INC_002503,"We distrust you humans, but I see you have helped YaoRin in eliminating our mortal enemies, the Otems.","Wir misstrauen euch Menschen, aber wie ich sehe, hast du YaoRin geholfen, unsere Todfeinde, die Totems, zu vernichten."
PROPQUEST_SCENARIO_INC_002504,Go find Hearts of the Red Otem in the Iblis Dungeon.,Finde Hearts of the Red Totem im Ivillis Dungeon.
PROPQUEST_SCENARIO_INC_002505,Collect 3 Heart of Red Otem.,Sammle 3 Hearts of Red Totem.
PROPQUEST_SCENARIO_INC_002506,"Locku, Leader of the MewMew","Locku, Anführer der MewMew"
PROPQUEST_SCENARIO_INC_002507,"I will share with you an explanation of our disdain for the Otems... We believe that eons ago, Otems stole the remaining power from an ancient god named Shelid that was a bastion of protection for this land long ago. ","Ich werde dir erklären, warum wir die Totems so sehr verachten. Wir glauben, dass die Totems vor Äonen die restliche Macht eines alten Gottes namens Shelid gestohlen haben, der vor langer Zeit eine Bastion des Schutzes für dieses Land war."
PROPQUEST_SCENARIO_INC_002508,"While you may have proven yourself enough to YaoRin to speak to me, you must further show that you are worthy to receive the MewMew clan's assistance.","Du hast dich zwar gegenüber YaoRin ausreichend bewährt, um mit mir zu sprechen, aber du musst noch zeigen, dass du würdig bist, die Unterstützung des MewMew-Clans zu erhalten."
PROPQUEST_SCENARIO_INC_002509,"Thin the herd of Totemia that taint the Southern Hillid Mountains and destroy their leader. If you can take down the leader of the Totemia, then you have earned our trust enough for YaoRin's help... once.","Reduziere die Herde der Totemia, die das südliche Hillid-Gebirge befällt, und vernichte ihren Anführer. Wenn du den Anführer der Totemia ausschalten kannst, hast du dir unser Vertrauen verdient und kannst YaoRins Hilfe in Anspruch nehmen... einmal."
PROPQUEST_SCENARIO_INC_002510,"If you refuse this task, the MewMew will not assist you in your mission.","Wenn du diese Aufgabe ablehnst, werden die MewMew dir auf deiner Mission nicht helfen."
PROPQUEST_SCENARIO_INC_002511,You have earned the MewMew clan's trust... for now.,Du hast das Vertrauen des MewMew-Klans gewonnen...vorerst.
PROPQUEST_SCENARIO_INC_002512,Go defeat Totemia and eliminate their leader.,Besiege Totemia und beseitige ihren Anführer.
PROPQUEST_SCENARIO_INC_002513,Kill 20 Totemia and 1 Lord Totemia.,Kill 20 Totemia and 1 Lord Totemia.
PROPQUEST_SCENARIO_INC_002514,The Third Eye Opens,Das dritte Auge öffnet sich
PROPQUEST_SCENARIO_INC_002515,"I will grant you one reading, but I require special materials to perform the ritual.","Ich gewähre dir eine Deutung, aber ich benötige spezielle Materialien, um das Ritual durchzuführen."
PROPQUEST_SCENARIO_INC_002516,Please bring me a Black Curse Book and 5 Black Heroca from the Garden of Rhisis.,Bringe mir ein Black Curse Boo und 5 Black Heroca aus dem Garten von Rhisis.
PROPQUEST_SCENARIO_INC_002517,"Do not fear the future, for it is inevitable.","Fürchtet nicht die Zukunft, denn sie ist unausweichlich."
PROPQUEST_SCENARIO_INC_002518,With these items I can perform the ritual to read from the fabric of time. We will finally know the true meaning of these storms!,"Mit diesen Gegenständen kann ich das Ritual durchführen, um aus dem Gewebe der Zeit zu lesen. Wir werden endlich die wahre Bedeutung dieser Stürme erfahren!"
PROPQUEST_SCENARIO_INC_002519,Search the Garden of Rhisis for a Black Curse Book and the Black Heroca plant.,Suche im Garten von Rhisis nach dem Black Curse Book und der Black Heroca Pflanze.
PROPQUEST_SCENARIO_INC_002520,Collect 5 Black Heroca and 1 Black Curse Book.,Sammkle 5 Black Heroca und 1 Black Curse Book.
PROPQUEST_SCENARIO_INC_002521,Seeing the Light,Das Licht erblicken
PROPQUEST_SCENARIO_INC_002522,"The murky darkness clouding our vision of the future clears up with the use of these special herbs, when combined with a powerful cursed item. It takes a toll on me every time...","Die trübe Dunkelheit, die unsere Sicht auf die Zukunft trübt, wird durch die Verwendung dieser besonderen Kräuter in Verbindung mit einem mächtigen verfluchten Gegenstand gelichtet. Es fordert jedes Mal seinen Tribut von mir..."
PROPQUEST_SCENARIO_INC_002523,"The darkness is lifting! And the truth is just as I feared... remnants of the lightning god, Ishirut, have stirred, creating a powerful beast that hides in the stormy mountains of the Garden of Rhisis...","Die Dunkelheit lichtet sich! Und die Wahrheit ist genau so, wie ich befürchtet habe... Überreste des Blitzgottes Ishirut haben sich gerührt und eine mächtige Bestie erschaffen, die sich in den stürmischen Bergen des Gartens von Rhisis versteckt..."
PROPQUEST_SCENARIO_INC_002524,"I am too weak from the ritual to do anything about the remnant of Ishirut, but here is a map that will lead you to where the creature is hiding.","Ich bin von dem Ritutal zu geschwächt um etwas gegen die Überreste von Ishirut zu unternehmen, aber hier ist eine Karte, die dich zu dem Versteck der Kreatur führen wird."
PROPQUEST_SCENARIO_INC_002525,Ishirut was known to be one of the most powerful beings in existence... fear of them is nothing to be ashamed of.,"Ishirut war als eines der mächtigsten Wesen bekannt, man muss sich nicht schämen, sich zu fürchten."
PROPQUEST_SCENARIO_INC_002526,"Ah, the MewMew clan sent word of your arrival. I have been stationed outside this ruined temple to prevent travelers from facing death before their time has come. Inside are beasts of great power.","Ah, der MewMew-Klan hat mich über deine Ankunft informiert. Ich wurde vor dieser Tempelruine stationiert, um zu verhindern, dass Reisende den Tod finden, bevor ihre Zeit gekommen ist. Im Inneren befinden sich Bestien von großer Macht."
PROPQUEST_SCENARIO_INC_002527,Only enter if you feel truly prepared for a difficult challenge. I have heard rumors that the beast in the deepest part of the ruins holds a remnant of an ancient god's power.,"Gehe nur hinein, wenn du dich wirklich auf eine schwierige Herausforderung vorbereitet fühlst. Ich habe Gerüchte gehört, dass die Bestie im tiefsten Teil der Ruinen ein Überbleibsel der Macht eines alten Gottes birgt."
PROPQUEST_SCENARIO_INC_002528,Follow the map to find the creature's lair.,Folge der Karte um das Versteck der Kreatur zu finden.
PROPQUEST_SCENARIO_INC_002529,Find the lair of Ishirut's remnant.,Finde das Versteck von Ishiruts Überresten.
PROPQUEST_SCENARIO_INC_002530,Remnant of Ishirut Part 3,Überreste von Ishirut Teil 3
PROPQUEST_SCENARIO_INC_002531,Jeepers Creepers,Jeepers Creepers
PROPQUEST_SCENARIO_INC_002532,"A small group recently went inside the catacombs, but have not returned in several hours. I fear they have fallen to whatever creatures may be inside. ","Eine kleine Gruppe ist vor kurzem in die Katakomben gegangen, aber seit mehreren Stunden nicht mehr zurückgekehrt. Ich fürchte, sie sind den Kreaturen zum Opfer gefallen, die sich dort aufhalten könnten."
PROPQUEST_SCENARIO_INC_002533,"A thick webbing has appeared around the entrance, and I hear loud footsteps not far within the depths of the ruins.","Ein dickes Netz hat sich um den Eingang gelegt, und ich höre laute Schritte nicht weit in den Tiefen der Ruinen."
PROPQUEST_SCENARIO_INC_002534,Go inside and find out what happened to the group before you.,"Geh hinein und finde heraus, was mit der Gruppe vor dir passiert ist."
PROPQUEST_SCENARIO_INC_002535,Scared of a few spiders? Those poor adventurers...,Angst vor ein paar Spinnen? Diese armen Abenteurer...
PROPQUEST_SCENARIO_INC_002536,"I see... so you found only the remains of their armor. It is a shame what has happened, but you seem to be strong enough to continue pushing deeper into the ruins.","Ich verstehe... du hast also nur die Überreste ihrer Rüstung gefunden. Es ist eine Schande, was geschehen ist, aber du scheinst stark genug zu sein, um weiter in die Ruinen vorzudringen."
PROPQUEST_SCENARIO_INC_002537,Investigate the disappearance of the lost adventurers.,Untersuche das Verschwinden der verschollenen Abenteurer.
PROPQUEST_SCENARIO_INC_002538,Collect 10 Clothing Scraps and 1 Broken Shield.,Sammkle 10 Clothing Scraps und 1 Broken Shield.
PROPQUEST_SCENARIO_INC_002539,Over Encumbered,Überlastet
PROPQUEST_SCENARIO_INC_002540,"One thing still troubles me though... The thick webbing around the entrance can be explained by the spiders, but what creature could have such loud, stomping footsteps?","Eine Sache beunruhigt mich allerdings noch. Die dicken Spinnweben um den Eingang lassen sich durch die Spinnen erklären, aber welches Wesen könnte so laute, stampfende Schritte machen?"
PROPQUEST_SCENARIO_INC_002541,Go deeper into the ruins and find out what is making that loud thumping noise.,"Geh tiefer in die Ruinen und finde heraus, was dieses laute, pochende Geräusch verursacht."
PROPQUEST_SCENARIO_INC_002542,I won't blame you for avoing whatever beast awaits the next group of adventurers. It sounds big...,"Ich kann es dir nicht verübeln, wenn du dem Ungeheuer aus dem Weg gehst, das die nächste Gruppe von Abenteurern erwartet. Es klingt groß..."
PROPQUEST_SCENARIO_INC_002543,"Sadly it seems the adventurers all fell to the power of the the massive gorilla inside the ruins... I believe the group would have wanted you to finish what they set out to do. Here, take their belongings. Perhaps it will help.","Leider scheinen die Abenteurer alle der Macht des riesigen Gorillas in den Ruinen zum Opfer gefallen zu sein. Ich glaube, die Gruppe hätte gewollt, dass du beendest, was sie vorhatte. Hier, nimm ihre Habseligkeiten. Vielleicht hilft es dir."
PROPQUEST_SCENARIO_INC_002544,Investigate the loud sound of footsteps within the catacombs.,Untersuche das laute Geräusch von Schritten in den Katakomben.
PROPQUEST_SCENARIO_INC_002545,Collect 10 Dungeoneer's Pack and 1 Broken Sword.,Sammle 10 Dungeoneer's Pack und 1 Broken Sword.
PROPQUEST_SCENARIO_INC_002546,Petrified Wood,Versteinertes Holz
PROPQUEST_SCENARIO_INC_002547,"From the information we have available, the remnant of Ishirut hides in the very heart of the catacombs.",Nach den uns vorliegenden Informationen verbirgt sich die Überreste von Ishirut im Herzen der Katakomben.
PROPQUEST_SCENARIO_INC_002548,"You have already made it further than the last group, keep pushing and find out what lies in store.","Du hast es schon weiter geschafft als die letzte Gruppe, mach weiter und finde heraus, was dich erwartet."
PROPQUEST_SCENARIO_INC_002549,You've made it so far... why give up now?,"Du hast es so weit geschafft, warum jetzt aufgeben?"
PROPQUEST_SCENARIO_INC_002550,Fascinating! The bark from the large tree creature seems to have the symbol of Shelid etched on the surface... Does this mean that the catacombs were originally an altar to Shelid themself?,"Faszinierend! In der Rinde der großen Baumkreatur scheint das Symbol Shelids auf der Oberfläche eingeritzt zu sein...Bedeutet das, dass die Katabomben ursprünglich ein Altar von Shelid selbst waren?"
PROPQUEST_SCENARIO_INC_002551,"Investigate the the catacombs further, there is still more to see.","Untersuche die Katakomben weiter, es gibt noch viel zu sehen."
PROPQUEST_SCENARIO_INC_002552,Collect 10 Tainted Root and 1 Cracked Bark of Shelid.,Sammle 10 Tainted Root und 1 Cracked Bark of Shelid.
PROPQUEST_SCENARIO_INC_002553,A Shocking Conclusion,Eine schockierende Schlußfolgerung
PROPQUEST_SCENARIO_INC_002554,So many mysteries still to unfold... but I believe you are now close to the heart of the catacombs.,"Es gibt noch so viele Geheimnisse zu lüften... aber ich glaube, du bist dem Herzen der Katakomben schon sehr nahe."
PROPQUEST_SCENARIO_INC_002555,"Enter once more and clear out the remnant of Ishirut if you are capable of doing so. Prepare yourself before entering again, for I fear the beast within the depths of the ruins is far stronger than you could imagine.","Geh noch einmal hinein und räume die Überreste von Ishirut aus, wenn du dazu in der Lage bist. Bereite dich vor, bevor du wieder eintrittst, denn ich fürchte, die Bestie in den Tiefen der Ruinen ist viel stärker, als du dir vorstellen kannst."
PROPQUEST_SCENARIO_INC_002556,After all this effort... now is when you back away from danger?,"Nach all diesen Anstrengungen... ist das der Zeitpunkt, an dem du vor der Gefahr zurückschreckst?"
PROPQUEST_SCENARIO_INC_002557,"What you have uncovered has tremendous impact on our knowledge of the past! Congratulations on making it through the deadly Rhisis Catacombs, and uncovering the secrets of the past.","Was du aufgedeckt hast, hat enorme Auswirkungen auf unser Wissen über die Vergangenheit! Herzlichen Glückwunsch, dass du es durch die tödlichen Katakomben von Rhisis geschafft und die Geheimnisse der Vergangenheit gelüftet hast."
PROPQUEST_SCENARIO_INC_002558,"Based on the evidence you have gathered, we believe that the Rhisis Catacombs were once a holy ground for the god of earth, Shelid.","Aufgrund der Beweise, die du gesammelt hast, glauben wir, dass die Katakomben von Rhisis einst ein heiliger Ort für den Gott der Erde, Shelid, waren."
PROPQUEST_SCENARIO_INC_002559,"Along the way, a feud between Shelid and Ishirut must have occurred, leaving behind remnants of both gods that empowered the masquerpets that would eventually call the catacombs their home.","Auf dem Weg dorthin muss es zu einer Fehde zwischen Shelid und Ishirut gekommen sein, bei der Überreste beider Götter zurückblieben, die den Masquerpets, die die Katakomben schließlich ihr Zuhause nannten, Kraft verliehen."
PROPQUEST_SCENARIO_INC_002560,"With the Temple Guardian eliminated, we can rest easy knowing that Saint City is safe again, thanks to you!","Jetzt, da der Tempelwächter beseitigt ist, können wir beruhigt sein, denn dank dir ist Saint Morning wieder sicher!"
PROPQUEST_SCENARIO_INC_002561,Eliminate the remnant of Ishirut and anything in your way to get there.,"Vernichte die Überreste von Ishirut und alles, was sich dir in den Weg stellt, um dorthin zu gelangen."
PROPQUEST_SCENARIO_INC_002562,"Kill 20 Old Ruts, 10 Bolt Otem, and the Temple Guardian.","Töte 20 Old Ruts, 10 Bolt Totem und den Tempelwächter."
PROPQUEST_SCENARIO_INC_002563,Envy Depths Part 1,Neidische Tiefen Teil 1
PROPQUEST_SCENARIO_INC_002564,Pandora's Box,Büchse von Pandora
PROPQUEST_SCENARIO_INC_002565,"*Psst* Hey, you! Can you come help an old box like me?","*Pst* Hey, du! Kannst du einer alten Schachtel wie mir helfen?"
PROPQUEST_SCENARIO_INC_002566,"I haven't seen an adventurer here in years, you must be tough. I was turned into this box a long time ago by an annoying clown... Could you help return me to my original form? I can help you become so much stronger if you do...","Ich habe hier seit Jahren keinen Abenteurer mehr gesehen, du musst hart im Nehmen sein. Ich wurde vor langer Zeit von einem lästigen Clown in diese Kiste verwandelt... Könntest du mir helfen, meine ursprüngliche Gestalt wieder anzunehmen? Ich kann dir helfen, viel stärker zu werden, wenn du das tust."
PROPQUEST_SCENARIO_INC_002567,*Cackle* Wonderful hahahaha! You can start by releasing the magic chains that bind me to this location. Collect a Corrupted Symbol of Shade from a Violet monster in Darkon 1.,"*Gackern* Wunderbar hahahaha! Du kannst damit beginnen, die magischen Ketten zu lösen, die mich an diesen Ort binden. Sammle ein Corrupted Symbol of Shade von einem Violet-Monster in Darkon 1."
PROPQUEST_SCENARIO_INC_002568,FOOL! You ignore the gifts of someone like me!? You will regret this...,DUMMKOPF! Du ignorierst die Gaben von jemandem wie mir!? Das wirst du bereuen...
PROPQUEST_SCENARIO_INC_002569,"Ahhh... I feel the first binding being released. One down, three to go.","Ahhh... Ich spüre, wie die erste Bindung gelöst wird. Eine erledigt, drei noch vor mir."
PROPQUEST_SCENARIO_INC_002570,Your incompetence is pathetic... GO! Defeat a Violet masquerpet to release the first binding.,"Deine Unzulänglichkeit ist erbärmlich... LOS! Besiege ein Violet Masquerpet, um die erste Bindung zu lösen."
PROPQUEST_SCENARIO_INC_002571,Collect a Corrupted Symbol of Shade from a Violet masquerpet in Darkon 1.,Sammle ein Corrupted Symbol of Shade von einem Violet Masquerpet in Darkon 1.
PROPQUEST_SCENARIO_INC_002572,Throwing Shade,Kritik üben
PROPQUEST_SCENARIO_INC_002573,Well you've proven yourself to have some strength at least. There are still three more bindings to shatter though.,"Nun, du hast zumindest bewiesen, dass du etwas Kraft hast. Aber es gibt noch drei weitere Bindungen zu zerschlagen."
PROPQUEST_SCENARIO_INC_002574,"You won't find anymore Symbols of Shade with that same level of power. I don't care where you get them from, but bring me 5 normal Symbols of Shade to break the next binding. Symbols of Shade drop from Violet masquerpets.","Du wirst keine anderen Symbols of Shade mit der gleichen Kraft finden. Ist mir egal, wo du die herbekommstt, aber bringe mir 5 normale Symbols of Shade um die nächste Bindung zu zerschlagen. Symbols of Shade fallen beim Besiegen von Violet Masquerpets."
PROPQUEST_SCENARIO_INC_002575,WHAT!? You don't trust me or something?,WAS!? Traust du mir nicht oder was?
PROPQUEST_SCENARIO_INC_002576,"Wahahahaha! You really are something, aren't you! I'm surprised you were powerful enough to take down so many Violet masquerpets. And with that, the second binding has been released!","Wahahahaha! Du bist wirklich etwas Besonderes, nicht wahr! Ich bin überrascht, dass du stark genug warst, um so viele Violet Masquerpets zu besiegen. Und damit ist die zweite Bindung gelöst!"
PROPQUEST_SCENARIO_INC_002577,Can't you figure this out on your own? Go kill Violet masquerpets for their Symbols of Shade!,Kannst du das nicht selbst herausfinden? Töte Violet Masquerpets für ihre Symbole des Schattens!
PROPQUEST_SCENARIO_INC_002578,Collect 5 Symbol of Shade from Violet masquerpets.,Sammle 5 Symbol of Shade von Violet Masquerpets.
PROPQUEST_SCENARIO_INC_002579,Font of Power,Quelle der Macht
PROPQUEST_SCENARIO_INC_002580,I can feel my power slowly returning... HAHAHAHAHA! Yes... yes... time for another binding to be released!,"Ich kann spüren, wie meine Kraft langsam zurückkehrt... HAHAHAHAHA! Ja... ja... es wird Zeit, dass eine weitere Bindung gelöst wird!"
PROPQUEST_SCENARIO_INC_002581,Take the cup from inside my chest and fill it with the powers from the nearby Altar of Violet.,Nehm die Tasse aus meiner Box und fülle sie mit der Macht vom nahegelegenen Altar of Violet.
PROPQUEST_SCENARIO_INC_002582,You could have had all the power... and now you will have nothing!,Du hättest alle Macht haben können...und jetzt bekommst du gar nichts!
PROPQUEST_SCENARIO_INC_002583,Ahhhh... Ahahahahaha... the weakness brought on from these bindings is finally being released. Just one binding left...,"Ahhhh... Ahahahahaha... die Schwäche, die diese Bindungen mit sich brachten, wird endlich gelöst. Nur noch eine Bindung..."
PROPQUEST_SCENARIO_INC_002584,"You're wasting time! Go to the Altar of Violet, now!!","Du verschwendest Zeit! Geh zum Altar of Violet, jetzt!"
PROPQUEST_SCENARIO_INC_002585,Visit the Atlar of Violet in Darkon 1.,Besuche den Altar of Violet in Darkon 1.
PROPQUEST_SCENARIO_INC_002586,An Evil Set Free,Ein freigelassenes Übel
PROPQUEST_SCENARIO_INC_002587,Just one binding is left... we must break it so I can grant you new strength!,"Nur noch eine Bindung übrig....wir müssen sie brechen, damit ich dir neue Kraft geben kann!"
PROPQUEST_SCENARIO_INC_002588,That foolish clown thought they hid his cache of power out of reach of my minions... HA! How wrong he was... Collect the cache and my bindings to this place will finally be broken! No one will be able to stop me either... unless that rat Reodos is still around.,"Dieser törichte Clown dachte, sie hätten seine Macht außerhalb der Reichweite meiner Lakaien versteckt... HA! Wie falsch er doch lag... Sammel das Versteck ein und meine Fesseln an diesen Ort werden endlich gebrochen sein! Niemand wird mich mehr aufhalten können, es sei denn, diese Ratte Reodos ist noch da."
PROPQUEST_SCENARIO_INC_002589,ARGH!! You must set me free!,ARGH!! Du musst mich befreien!
PROPQUEST_SCENARIO_INC_002590,Oh no... that Ancimys was one shackled by Bubble himself! It was once an ancient wizard with powerful black magic... this is very bad news.,Oh nein... dieser Ancimys war von Bubble selbst gefesselt! Er war einst ein alter Zauberer mit mächtiger schwarzer Magie... das sind sehr schlechte Nachrichten.
PROPQUEST_SCENARIO_INC_002591,You are just as foolish as the clown... find his cache of power!,Du bist genauso töricht wie der Clown...finde seinen Machtvorrat!
PROPQUEST_SCENARIO_INC_002592,Find the Cache of Bubble.,Finde den Vorrat von Bubble.
PROPQUEST_SCENARIO_INC_002593,Envy Depths Part 2,Neidische Tiefen Teil 2 
PROPQUEST_SCENARIO_INC_002594,The Black Magician Returns,Die Rückkehr des schwarzen Magiers
PROPQUEST_SCENARIO_INC_002595,Throughout history the Black Magician has changed from person to person... the two best known are Great Magician Loala and the one you've just released... Lapranche.,"Im Laufe der Geschichte hat sich der Schwarze Magier von Person zu Person verändert. Die beiden bekanntesten sind der Große Magier Loala und der, den du gerade veröffentlicht hast... Lapranche."
PROPQUEST_SCENARIO_INC_002596,"While Loala has stood down from her post as the Black Magician, Lapranche's mind was enslaved by Shade, and granted an incredible dark power...","Während Loala von ihrem Amt als Schwarze Magierin zurückgetreten ist, wurde Lapranches Geist von Shade versklavt und mit einer unglaublichen dunklen Macht ausgestattet."
PROPQUEST_SCENARIO_INC_002597,"For a while we were safe with Lapranche sealed away by Bubble's magic, but Lapranche will surely send disasters our way to distract us while she builds her power back up.","Eine Zeit lang waren wir sicher, da Lapranche durch Bubbles Magie abgeschottet war, aber Lapranche wird uns sicher Unheil schicken, um uns abzulenken, während sie ihre Macht wieder aufbaut."
PROPQUEST_SCENARIO_INC_002598,You should go speak to the Mayor of Darken City as quickly as possible to see if anything has been reported...,"Du solltest so schnell wie möglich mit dem Bürgermeister von Darken City sprechen um herauszufinden, ob es Neuigkeiten gibt."
PROPQUEST_SCENARIO_INC_002599,Check with the Mayor of Darken City and see if news of a disaster has been reported!,"Spreche mit dem Bürgermeister von Darken City und finde heraus, ob von einem neuen Unglück berichtet wurde!"
PROPQUEST_SCENARIO_INC_002600,"Whyyyy, why won't you help us? Are you secretly working with Shade!?",Warum willst du uns nicht helfen? Arbeitest du heimlich mit Shade zusammen!?
PROPQUEST_SCENARIO_INC_002601,So Lapranche was released from her prison after all these years... ,Also wurde Lapranche nach all diesen Jahren aus ihrem Gefängnis befreit...
PROPQUEST_SCENARIO_INC_002602,Go speak with the Mayor of Darken City!,Spreche mit dem Bürgermeister von Darken City!
PROPQUEST_SCENARIO_INC_002603,Report to the Mayor of Darken City.,Melde dich beim Bürgermeister von Darken City.
PROPQUEST_SCENARIO_INC_002604,There's Something in the Water,Da ist etwas im Wasser
PROPQUEST_SCENARIO_INC_002605,"It was reported a few hours ago that a wall near where the Syliaca roam recently burst open, flooding the caves. Something this destructive has not happened in many years... I am certain this was caused by Lapranche's meddling.","Vor ein paar Stunden wurde berichtet, dass eine Mauer in der Nähe der Syliaca vor kurzem aufgebrochen ist und die Höhlen überflutet hat. Etwas so Zerstörerisches ist seit vielen Jahren nicht mehr passiert... Ich bin sicher, dass Lapranche sich eingemischt hat."
PROPQUEST_SCENARIO_INC_002606,"I wish to investigate the matter, but I have to attend to my duties here in the city.","Ich möchte diese Situation erforschen, aber ich muss meinen Pflichten in dieser Stadt nachgehen. "
PROPQUEST_SCENARIO_INC_002607,Collect enough samples of Syliaca to see if the flood has caused any mutations in their DNA.,"Sammle genug Problem von Syliaca um zu sehen, ob die Flut irgendwelche DNA Mutationen ausgelöst hat."
PROPQUEST_SCENARIO_INC_002608,"Without your help, who knows when I'll have time to investigate this matter...","Wer weiß, wann ich ohne deine Hilfe die Zeit hätte, um diese Sache zu untersuchen..."
PROPQUEST_SCENARIO_INC_002609,Fascinating! After analyzing the Syliaca samples it seems the water in the flood contains a magic component that affects the Syliaca's brain.,"Faszinierend! Nach der Analyse der Syliaca Problem scheint es, dass das Wasser in der Flut eine magische Komponente beinhaltet, die das Gehirn von Syliaca beeinflusst."
PROPQUEST_SCENARIO_INC_002610,The hormones of these Syliaca seem to affect how aggressive they will become. And their teeth are somehow much sharper than before...,"Die Hormone von diesen Syliaca scheinen zu beeinflussen, wie aggressiv sie werden. Und ihre Zähne scheinen schärfer als zuvor."
PROPQUEST_SCENARIO_INC_002611,Collect 20 Syliaca DNA.,Sammle 20 Syliaca DNA.
PROPQUEST_SCENARIO_INC_002612,The Hidden Cavern,Die verborgene Höhle
PROPQUEST_SCENARIO_INC_002613,"If the water from the flood continues to affect the masquerpets in the Cave of Envy, soon they may become too strong for our forces to overcome. We must find the broken wall and see if a repair is possible.","Wenn das Wasser der Überschwemmung weiterhin auf die Maskenpuppen in der Eienble Höhle einwirkt, könnten sie bald zu stark werden, um von unseren Kräften überwunden zu werden. Wir müssen die kaputte Wand finden und sehen, ob eine Reparatur möglich ist."
PROPQUEST_SCENARIO_INC_002614,The hole must be near the Syliaca... find it and determine if the damage is reparable.,"Das Loch muss sich bei den Syliaca befinden...finde es und sehe nach, ob man den Schaden reparieren kann. "
